pdb,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,pKd
3ri1,7.3422422349000005,-2.5455843799,0.1062313567,1.5,21.0,1.5,15.0,0.0171416613,-1.5448179588,2.0,-21.3727836952,0.5592,3.3077,43.96,11.9253,107.4367,313.7431,199.9499,20.0448,0.0,700.9267,5.301029995663981
5jnn,4.4874551455,-3.7158236655000003,-0.5473815823,3.5,20.0,3.5,10.0,-0.09903581980000001,-1.2666418763,6.0,-27.4392594382,3.7313,48.0014,27.1471,8.9202,75.9406,49.6497,405.1215,85.5549,0.0,704.0667,5.34640161815671
2hrm,4.0357940082,-24.038433053200002,-0.6650920575,6.5,24.0,6.5,2.0,-0.1359377017,-4.8353787921,10.0,-89.3149575139,11.2106,91.7642,40.3432,31.1347,137.3879,99.9434,60.1445,107.4819,0.0,579.4104,3.5551748004902524
4hby,5.0341545821,-2.0235815516,-0.0534274116,3.0,22.0,3.0,9.0,-0.013452206599999999,-0.9561922338,3.0,-22.7277377675,0.0,1.2763,1.3449,17.8432,111.7281,212.7667,130.2855,109.005,0.0,584.2497,5.356547323513811
4bgh,5.685324999400001,-14.853267853699998,0.0276892475,7.0,23.0,7.0,6.0,-0.0156453417,-4.6886807920999996,8.0,-68.1827512038,1.5992,17.0426,32.9896,17.586,229.3247,206.171,240.2314,104.6274,41.5287,891.1006,8.397940008672037
5f1z,5.8909075766,-11.918009576400001,-0.2214626357,5.0,26.0,5.0,9.0,-0.0439947302,-2.6848374564,6.0,-64.2654891796,17.1939,1.1276,57.8394,24.9675,165.8907,90.8536,340.0992,103.9767,0.0,801.9486,8.67778070526608
5vwk,3.9214282474,-24.413048400900003,-0.7037616503,27.5,67.0,21.5,19.0,-0.1534094335,-8.550212246100001,18.0,-161.27779344200002,17.0101,127.0942,50.7832,74.6462,389.9929,91.742,368.0542,164.7627,0.0,1284.0855,5.481486060122113
3qa2,5.296501950400001,-24.4281142855,0.5574670697999999,6.0,29.0,6.0,9.0,0.0965052793,-0.445448477,6.0,-62.235548269700004,19.6893,27.1638,35.7834,8.2147,52.8695,187.6999,272.8162,190.4735,0.0,794.7103,6.6777807052660805
2xow,-9.3128658085,-15.5395504373,-0.0529873176,4.5,14.0,4.5,6.0,0.0066894288,-3.5148694101999998,6.0,-72.25288721380001,0.0,0.0,57.0184,4.1381,104.5526,134.2506,55.2317,134.0045,0.0,489.1959,5.221848749616356
2hj4,4.4735408402,-10.5069288493,-0.1548837484,2.5,11.0,2.5,5.0,-0.0350901616,-3.2994287274,4.0,-42.1884670656,45.1395,0.0,0.0,0.0,64.2354,129.3909,0.0,34.9629,0.0,273.7287,5.367542707815276
4mi6,8.4959706606,-22.4081781792,-0.701656534,7.0,27.0,7.0,13.0,-0.1493899083,-8.1871053565,6.0,-85.7105656492,11.2084,19.1134,108.4328,58.1896,193.2805,108.8992,300.4592,176.6839,0.0,976.2669999999999,4.312649430441971
2zhd,5.6140151016,-17.0006918569,-0.5070909765999999,7.5,29.0,7.5,14.0,-0.1372579837,-6.6291065824,10.0,-76.6365975337,49.5783,5.6657,55.0864,41.6178,108.5356,135.0925,225.6065,107.1533,0.0,728.3361,6.542118103266008
3ogx,4.9045322293,-61.8210970801,-3.106770244,11.5,35.0,11.5,1.0,-0.6710553311999999,-6.9548641612,8.0,-150.304585,50.8122,303.8572,94.5446,65.4568,93.3343,31.0207,96.1169,198.4961,0.0,933.6388,6.481486060122112
3qtr,6.6035077814,-7.677227117899999,-0.1907734141,4.0,21.0,4.0,11.0,-0.037811409500000004,-2.6509722231,4.0,-27.443110260700003,6.5057,16.3169,68.4422,8.1548,105.2738,356.6269,152.9431,47.3685,0.0,761.6319,6.031517051446066
2o3p,5.4448869774,-11.9496670048,-0.3890137564,3.0,22.0,3.0,7.0,-0.0665935571,-1.5709668772999998,4.0,-31.6728610296,7.2433,0.0012,72.1793,3.7632,58.3141,168.6272,245.7935,34.2717,0.0,590.1935,5.9586073148417755
3c3o,2.1426196437000002,-3.1664323206000002,-0.1872086527,52.5,107.0,42.5,32.0,-0.0367625188,-1.2350357922,28.0,-25.159887918899997,38.3475,43.7872,0.0,37.0964,94.759,155.9637,572.8029,90.9735,0.0,1033.7302,4.356547323513813
3c10,4.997340718999999,-3.5061335443,-0.1309939791,6.5,22.0,6.5,12.0,-0.0279166294,-3.8977291855000002,8.0,-46.6795749913,2.5581,19.0417,35.4757,26.9437,120.0157,151.8148,241.5054,110.3004,0.0,707.6555,6.522878745280337
2wk2,5.7053932858000005,-27.8479967407,-0.7462453911,14.5,42.0,14.5,3.0,-0.1679838798,-6.1130303533,8.0,-112.56107466899999,26.6586,58.5095,129.7137,31.469,203.3064,123.1034,294.9087,205.2521,0.0,1072.9214,6.823908740944319
3hqy,8.5562488688,-1.2022487892,-0.0998793333,6.0,30.0,6.0,17.0,-0.022518142999999997,-1.8787319463999999,6.0,-72.90968349939999,0.0,2.4814,14.7257,35.6768,168.4318,527.8451,113.6134,86.0272,0.0,948.8014,7.939302159646387
2q2c,3.9887919689999998,-24.6852685446,-0.719993784,3.5,11.0,3.5,1.0,-0.1216419816,-7.336000235,4.0,-80.6684673704,35.7311,55.93,0.0,24.2294,15.0116,68.6767,34.3146,25.2772,0.0,259.1706,6.376750709602098
3ad7,1.1633811540999999,-11.6248409583,-0.3058506602,2.0,6.0,2.0,0.0,-0.0543149345,-2.6372046158,2.0,-39.6807967838,0.0,47.3005,0.0,0.0,25.7457,0.0,0.0,136.6269,0.0,209.6731,2.521433504406157
4os6,7.2377199099,-43.444752063100005,-0.9252169511,24.5,99.0,23.5,17.0,-0.1862404459,-17.5055750286,8.0,-279.673296958,185.2029,47.3155,46.3227,130.2837,600.7643,108.5669,302.0399,288.2647,0.0,1708.7606,6.443697499232713
4yo6,7.191363341900001,-17.1911572052,-0.037950772599999995,2.0,24.0,2.0,9.0,-0.003300705,-0.73349,2.0,-58.755673667399996,0.7751,11.372,8.6186,12.0183,100.7502,318.3729,148.341,110.0904,0.0,710.3385,5.657577319177793
3du8,5.0747825932,-14.0580840098,-0.0785714488,3.5,20.0,3.5,6.0,-0.01026886,-2.8053058539999998,4.0,-48.704982933000004,6.686,5.2159,14.499,22.8161,126.9423,159.6573,140.941,99.1,4.0396,579.8972,6.835647144215562
3ah8,5.8932400748000004,-17.547794713,-0.0900212277,13.0,68.0,11.0,21.0,-0.0255767963,-4.0812630533,12.0,-39.1250754202,64.1126,8.7369,24.8225,8.4538,117.0527,172.2229,509.8748,163.7762,0.0,1069.0524,9.82390874094432
4zuo,4.421404371,-1.9481934494,0.1089085952,10.0,14.0,10.0,5.0,0.0053984864,-8.400609625700001,12.0,-68.11260022020001,44.0597,0.3543,55.0291,23.2485,98.0611,61.0809,156.9676,122.7316,0.0,561.5328,6.4089353929735005
4rhu,3.6307608302,-37.3691663743,-1.2442851011,11.5,28.0,10.5,0.0,-0.2993446039,-9.4744829951,10.0,-101.56742386,30.0633,154.5938,72.5536,42.8278,100.7882,91.8989,65.5678,93.1575,0.0,651.4509,6.161150909262744
1utz,7.429886955,-13.7008743798,-0.2273452255,7.0,31.0,6.0,18.0,-0.0468480063,-1.519864629,8.0,-60.313951167700004,2.1069,52.9655,7.621,11.442,187.3323,558.7447,377.2082,98.5538,0.0,1295.9744,5.853871964321763
2cm7,6.6157057201,-16.869096415999998,-0.27601228699999997,9.0,34.0,7.0,16.0,-0.0741118296,-8.1913522636,8.0,-103.56377826299999,22.1623,36.8011,5.4136,77.8297,234.9306,214.1707,154.4826,95.2273,0.0,841.0179,6.6777807052660805
1o9d,4.3763020709,-24.8651422973,-1.2869595493000001,20.5,46.0,16.5,12.0,-0.2686260427,-11.040777541099999,14.0,-126.267032135,61.3641,162.2639,54.4872,68.0385,321.6645,85.4392,339.9947,146.6056,0.0,1239.8577,5.6020599913279625
3bm9,6.1413357324,-8.5005916476,-0.32765731789999997,2.5,19.0,2.5,8.0,-0.0759748942,-5.3974668489,4.0,-71.1955687137,9.2014,3.6538,76.8336,4.9053,110.5773,250.7747,56.6401,48.6191,0.0,561.2053,6.721246399047171
5n8v,7.3903885185,-4.2033818034,0.18134806760000002,8.5,39.0,8.5,21.0,0.0323615788,-1.9487729065000001,6.0,-44.6300865729,39.1164,1.2722,9.7927,8.6212,194.3018,363.1171,143.5422,220.3925,0.0,980.1561,6.684029654543082
2pj2,6.5484593569000005,-32.3028996,-0.8809581645000001,11.5,31.0,9.5,16.0,-0.2081938016,-11.41823883,10.0,-106.05033136799999,80.7951,107.5033,53.0657,18.1264,93.5561,233.946,181.1015,113.8501,0.0,881.9442,7.920818753952375
1azx,3.6115213875,-61.501229426,-1.1164304592,41.5,100.0,41.5,0.0,-0.1858370264,-14.1855205624,16.0,-185.228904511,184.8425,42.5722,71.6188,50.2115,306.3163,25.8933,146.9003,309.9855,0.0,1138.3404,9.397940008672037
4fzc,1.4679408719,-16.8161824474,-0.5013917593,13.0,38.0,12.0,18.0,-0.0962485578,-4.1180549117,20.0,-78.9629197479,23.3978,17.6482,106.5116,40.1457,149.6941,129.7324,466.0727,156.3393,0.0,1089.5418,8.397940008672037
3cs8,2.8451857052999996,1.6162085405000002,-0.12679841630000002,42.5,88.0,34.5,32.0,-0.0299410618,-4.3740575915,24.0,-49.480399221400006,84.2178,43.3444,8.6057,20.4177,163.2438,4.5046,797.5752,122.9452,0.0,1244.8544,5.769551078621726
1nde,4.3339503583,-13.3527526909,0.3759649693,9.5,33.0,9.5,14.0,0.0582464409,-4.1182162794999995,10.0,-73.4279601985,41.9935,29.7352,24.561999999999998,1.0316,114.6841,287.2902,393.6719,294.5128,54.9974,1242.4787,7.823908740944319
5efb,3.4617280597000004,-3.2682480675,-0.1604509375,6.5,24.0,6.5,14.0,-0.0385375646,-5.491126187000001,8.0,-43.5200301418,0.0,6.2187,60.3813,26.3291,87.3282,217.3534,139.8273,40.5602,0.0,577.9982,8.366531544420411
3krj,6.499608922899999,-10.0137741827,-0.0927204709,4.0,28.0,4.0,14.0,-0.0128067354,-1.8396295944999999,3.0,-28.7981010075,22.2368,76.0055,21.9126,25.5003,122.29899999999999,156.8689,338.1742,110.7747,0.0,873.7719999999999,8.958607314841776
2op9,2.7848048085,-13.195800500699999,-0.18979787239999998,11.5,29.0,10.5,15.0,-0.036601151,-3.9477238639,12.0,-63.2625883026,0.0,9.0459,40.1269,32.055,184.50799999999998,215.1777,140.363,164.1327,0.0,785.4092,5.657577319177793
5j31,3.4948377983,-10.1248612432,-0.8310295002,25.0,78.0,21.0,29.0,-0.1673457435,-6.7113234765,24.0,-108.492779719,60.8274,144.5699,16.9589,41.4088,423.83099999999996,36.8317,750.9115,157.2045,0.0,1632.5437,6.508638306165728
4zur,4.7823254604,-0.4478323195,-0.0372686269,7.0,11.0,7.0,5.0,-0.0200756213,-8.896646908,10.0,-58.0912124113,44.3376,0.0,42.9511,22.8225,79.0548,45.3924,148.5521,62.9356,0.0,446.0461,7.167491087293763
4n1t,6.1557854854,-8.3026520362,0.1349988345,2.5,17.0,2.5,7.0,0.0295816517,-3.3001695523000003,2.0,-45.6207601716,5.8327,9.6397,62.4145,18.4367,61.8477,198.227,42.7887,94.8875,101.9564,596.0309,9.096910013008056
2jdy,4.2037338786000005,-13.8508730848,-0.5786062516,4.0,13.0,4.0,0.0,-0.1281553728,-11.5985013324,4.0,-111.44239973100001,0.0,29.3219,113.1862,10.8505,92.9725,0.0,1.2064,168.4677,0.0,416.0052,4.367542707815276
4dpf,9.2352405618,-17.3743389978,-0.2001914257,9.5,46.0,9.5,23.0,-0.0378334142,-7.8754014461,12.0,-140.41991239200001,26.1734,18.7349,61.7291,41.07,352.1733,290.2902,314.4088,297.9443,0.0,1402.524,6.3979400086720375
5lpm,5.8324630934,2.9373853983,-0.0698722574,4.5,26.0,4.5,14.0,-0.0162761431,-2.768704703,4.0,-43.0724618787,0.0,0.0,19.8945,23.2616,153.062,81.2436,324.193,49.9231,65.4858,717.0636,5.557520230935552
3twx,3.4575031573,-40.0457300635,-0.8238779727,48.0,98.0,39.0,20.0,-0.1486490834,-11.1476617039,26.0,-198.467152078,151.0044,77.69,79.6557,89.9958,409.227,166.8961,264.63,277.6423,0.0,1516.7413,5.259637310505756
1fmb,4.5084109548,-3.4616987201,-0.3500654374,13.5,40.0,10.5,25.0,-0.0743832209,-3.9251910511,10.0,-60.3873368422,25.1464,25.1615,24.142,20.8397,222.5761,224.1482,467.6162,137.3828,0.0,1147.0129,10.0
3km4,6.7809096728,-6.9273509513,0.1034734343,11.5,36.0,9.5,19.0,0.0260022205,-5.045897757,10.0,-89.0585367448,16.9482,21.1139,45.2554,22.3556,181.502,167.1612,390.8153,253.9389,48.9428,1148.0333,8.886056647693161
5two,7.7530553141,-3.8196271702999995,-0.09806027810000001,5.0,28.0,5.0,18.0,-0.0198335696,-1.3778976394999998,6.0,-37.6057755785,1.7267,2.4916,41.1766,3.0245,94.4335,490.7668,221.2696,150.92700000000002,85.3495,1091.1658,8.093664958194909
4u68,4.1789419166,-27.9939465809,-0.3692095264,33.0,60.0,28.0,12.0,-0.1120259277,-9.6958209375,24.0,-165.870460393,28.7451,34.6518,56.696999999999996,86.0902,296.8897,96.5453,373.0419,289.231,0.0,1261.892,4.30715308072277
4dpu,5.0484503022,-42.2703538892,-1.3824599472999999,9.5,19.0,8.5,3.0,-0.2860611,-10.273392968200001,8.0,-104.64844127100001,16.5261,185.0607,34.3182,9.1507,85.75399999999999,24.7317,71.5082,76.9299,56.2529,560.2324,7.301029995663981
1uvu,5.6112498443,-16.7531389819,-0.440754141,6.5,20.0,6.5,13.0,-0.1026299208,-3.14227116,10.0,-36.6870646837,40.2459,17.4665,54.9454,10.1945,68.5272,191.1861,149.5813,120.9017,0.0,653.0486,5.0
2on3,0.5078538062,-3.3675626135,0.0827303371,4.0,6.0,4.0,1.0,0.0200169421,-1.8144488828,6.0,-54.1732535716,91.1987,0.0,23.4936,20.2088,16.2027,10.2134,45.5271,77.5007,0.0,284.345,9.0
4mwq,5.3382962106,-15.2165874554,-0.45739702909999996,6.5,20.0,5.5,8.0,-0.0851948635,-8.7644500053,6.0,-68.5674226994,83.7527,66.0172,16.3101,11.7401,112.1309,4.0669,306.6422,87.8743,0.0,688.5344,9.102372908709556
2iwu,5.758263245,-10.7795817521,-0.3121073299,1.0,22.0,1.0,11.0,-0.0640043374,-1.4595424114,2.0,-35.8983135471,15.2693,14.3198,53.8059,10.6813,64.3373,75.4152,252.3992,101.7629,45.3414,633.3323,5.920818753952375
3n23,1.9079028437,-11.747414472200001,-0.6368380227,8.0,41.0,8.0,16.0,-0.1278032976,-2.7103115641000004,6.0,-38.3534146006,22.0529,18.0588,93.0761,20.8712,100.0069,137.9415,468.8368,153.1937,0.0,1014.0379,8.522878745280337
2c57,4.6289967108,-19.8959382547,-0.8222569598,2.5,12.0,2.5,3.0,-0.1853162485,-7.6106482306,2.0,-71.2179694983,20.6153,61.8889,84.3057,13.2064,16.4609,0.0,79.9254,66.2782,0.0,342.6808,3.4317982759330046
3v5g,4.4602646712,-2.0251145456999997,-0.3589553362,4.0,15.0,4.0,4.0,-0.0678404901,-5.3774425719000005,6.0,-61.3640741309,0.0,0.0,109.3486,8.0812,185.2998,145.8017,61.582,11.2235,0.0,521.3368,7.130768280269023
2jkt,2.3392243033,-21.6183194727,-0.6039043217,41.5,74.0,33.5,20.0,-0.13818951599999998,-4.4195339715,22.0,-87.69955581239999,56.9717,57.5023,28.6071,45.3502,131.4015,21.7979,500.9782,206.4989,0.0,1049.1078,6.508638306165728
1tow,5.9182960932,-4.8938526149,-0.2058979779,4.0,19.0,4.0,12.0,-0.0437673483,-1.9460736633000002,4.0,-26.0063133742,0.0,45.1459,0.0,0.0,0.0,248.7626,54.368,42.2583,0.0,390.5348,6.2441251443275085
2wxf,6.741352557100001,-12.553798708399999,-0.0236990619,5.0,31.0,5.0,9.0,-0.003007309,-1.5098378206999998,6.0,-58.3279756484,4.2899,6.4348,16.6593,14.7117,174.2618,328.3395,101.7192,145.5975,46.169,838.1827,6.7447274948966935
2q15,6.6952013663,-7.0370883902,0.395057714,8.5,37.0,7.5,22.0,0.07221209049999999,-2.6041388866,10.0,-49.970018466199996,31.7667,23.8683,67.8901,19.2555,122.0846,308.6979,492.2716,129.3763,0.0,1195.211,7.9586073148417755
5n2x,4.8038533919,-23.2241197901,-1.2073758843,15.5,32.0,13.5,12.0,-0.2755575232,-8.0676418402,14.0,-132.94690356,51.5582,102.1326,17.4136,35.0864,210.7577,146.2816,288.1145,155.7615,0.0,1007.1061,6.0604807473813835
4ef4,8.661856758999999,-44.034331325100005,-0.155793276,4.0,46.0,4.0,0.0,-0.0415668783,-5.2942354663,4.0,-139.346691829,0.0,83.0216,208.9448,15.5626,193.176,190.8406,68.5497,205.4532,0.0,965.5485,5.354577730650909
4xbd,1.2599451126,-9.4633339471,-0.2163868849,9.5,26.0,7.5,10.0,-0.048542368200000005,-5.5568762305999995,6.0,-97.4388727069,8.3582,0.0576,26.8027,51.1475,168.1986,17.4055,295.1967,171.5111,0.0,738.6779,6.3979400086720375
4zjc,7.8318834844000005,-9.5982520977,-0.0473981238,5.0,32.0,5.0,16.0,-0.0049583924,-0.3767498036,6.0,-36.7071183003,0.0,6.0345,35.1989,52.4085,80.939,373.0129,285.6051,88.2787,5.8148,927.2924,8.958607314841776
1xdg,4.5759433791,12.0919200554,-0.0403052755,12.5,43.0,12.5,23.0,-0.0128434099,-1.0575092075,14.0,-20.110359386400003,3.5733,18.367,31.4294,10.7474,107.7207,118.48,587.453,74.8321,0.0,952.6029,7.301029995663981
3fej,5.2002387228,-13.6488112596,-0.178898211,9.0,29.0,8.0,14.0,-0.0655666711,-2.1070453787,8.0,-69.7921456222,9.7678,49.964,34.4176,2.1298,120.6879,322.0994,260.8914,204.5288,32.6028,1037.0895,6.130768280269023
5os1,3.1254375645,-2.6588205661,0.0030439835,2.0,13.0,2.0,5.0,0.0020684418,-0.0,2.0,-12.1956428763,18.2532,0.1813,7.5079,0.5276,59.853,131.9477,234.9217,43.8556,0.0,497.048,3.3062730510763534
2xfk,9.4843044262,-12.196310352200001,-0.272051441,15.5,46.0,13.5,23.0,-0.0578870308,-9.098430007000001,12.0,-148.909795086,28.615,17.7774,75.018,42.8683,300.8939,325.2432,397.2284,200.9404,0.0,1388.5846,8.522878745280337
1o4l,3.6015752631,-24.5168005614,-1.0985626428,5.5,13.0,4.5,2.0,-0.249019855,-9.1540065443,4.0,-77.08026363,27.1762,116.0523,39.2923,4.4756,57.283,0.0,58.501999999999995,57.5117,0.0,360.2931,1.3979400086720375
3dz5,5.2776879319,-27.6103459807,0.0642757287,8.0,25.0,8.0,1.0,-0.011024354699999999,-4.3500871383,12.0,-104.50217603,64.384,20.51,106.9841,17.1061,119.5272,138.4315,104.569,210.9844,0.0,782.4963,8.154901959985743
2y67,4.6913213561000005,-28.306787400799998,-1.0817363822,12.0,35.0,11.0,13.0,-0.21395169809999998,-5.4192001576,12.0,-104.88005540799999,36.8252,97.5913,32.6143,27.4158,176.1627,164.368,135.7459,165.3777,0.0,836.1009,3.5346171485515816
4txs,1.3704967254,-2.7365998457,-0.0648111764,1.5,10.0,1.5,6.0,-0.0085231538,-0.0,2.0,-7.8247759663,1.3309,0.0,23.8951,0.6246,61.4225,83.1845,35.751,53.1457,0.0,259.3543,2.9956786262173574
3lxg,5.6922418101,-1.7608894430000002,-0.061899221100000006,3.0,20.0,3.0,7.0,-0.010503576799999999,-1.4752097578,4.0,-17.3493783331,0.0,0.0,6.8859,32.6108,76.6219,209.6302,274.1052,39.5296,0.0,639.3836,8.137868620686962
3q4j,4.462032382099999,-18.3510176073,-0.3845394674,21.0,48.0,16.0,19.0,-0.0687646875,-1.8668567433,14.0,-75.4418010029,29.8791,37.4835,9.1243,72.2004,145.1885,111.3068,439.6852,151.828,0.0,996.6958,6.212539525481585
4g2l,5.3705110914,-11.1978397548,0.0113984346,4.0,27.0,4.0,8.0,0.0001320282,-2.104676206,6.0,-26.4845048448,3.3733,0.6299,22.3235,38.9127,84.4256,209.4923,293.4788,101.259,0.0,753.8951,7.494850021680094
2nv7,7.2843772088,1.2267840297,-0.1649325614,3.0,20.0,3.0,15.0,-0.0450876303,-3.9672567026,4.0,-32.4637759617,18.5369,0.0,60.7125,0.0,0.0,309.3247,0.0,29.2558,0.0,417.8299,8.301029995663981
3v5j,5.5118032701,-14.428562473900001,0.20111562309999997,8.5,32.0,7.5,10.0,0.0301170994,-1.2177034235,8.0,-50.6002624138,3.6678,10.0864,15.8738,48.4302,120.3073,208.5667,239.3141,161.0595,0.0,807.3058,7.962573502059376
3bz3,8.2335059339,-27.7794300955,0.1132141815,8.0,35.0,8.0,12.0,0.023735736400000002,-3.2147106324,10.0,-89.67558520729999,21.6217,0.5545,11.6806,11.1591,187.5635,290.9421,214.8672,220.1036,27.5119,986.0042,8.823908740944319
1bqm,1.4851265426,-2.9683533461000002,-0.1180845551,5.0,22.0,5.0,5.0,-0.0133861925,-0.73349,4.0,-45.716818022,0.2446,0.3703,6.7526,27.3028,97.8748,149.0858,286.2654,216.7385,0.0,784.6348,7.346787486224656
3np7,3.5672039217,-17.8678384047,-0.5251495004,5.0,20.0,5.0,4.0,-0.1205564164,-4.5965837877,4.0,-74.9092285837,35.3003,18.3809,130.5009,6.7731,46.2768,75.9995,65.4083,128.3313,59.9358,566.9069,4.0222763947111515
1hk3,5.1582390854,-10.4074529355,-0.1567028036,6.0,24.0,6.0,10.0,-0.0268897434,-2.6547056872,6.0,-27.7372104111,94.5743,34.6327,48.5855,0.349,37.3688,230.9718,160.7533,59.2688,0.0,666.5042,6.585026652029183
1npw,8.3740206132,-22.205881637199997,-0.7001455445999999,13.5,46.0,12.5,25.0,-0.1698689491,-5.5118032701,12.0,-114.32532349600001,22.9918,35.3228,31.2195,43.7966,218.4999,379.3577,383.9341,222.3117,0.0,1337.4341,8.698970004336019
5ajc,5.2481282849,-21.1903867369,-0.5722615631,20.0,56.0,20.0,4.0,-0.1393117557,-11.462350918599999,12.0,-133.51262972700002,26.9229,12.8048,169.7703,21.8708,313.975,73.5943,209.3779,222.6006,0.0,1050.9166,4.236572006437063
2br6,0.321708714,-4.313361294,-0.029170897299999998,0.5,7.0,0.5,1.0,-0.0052737931,-3.0717607663,1.0,-50.612966460600006,42.5325,0.0,18.9705,0.0,79.7602,28.176,67.4726,84.4863,0.0,321.3981,2.9586073148417746
3kbz,4.91878394,-23.5628821466,-0.7416684134999999,3.5,19.0,3.5,6.0,-0.1835412027,-6.7689904602999995,6.0,-91.14283659860001,30.188000000000002,94.7361,57.4482,7.3863,104.5551,96.0395,132.7284,55.7464,0.0,578.828,6.906578314837764
3avh,3.7876029969,-13.2732497098,-0.5096435217999999,18.5,65.0,18.5,17.0,-0.11836328130000001,-6.4523208226,10.0,-66.0835028238,22.1653,66.6342,7.2147,63.4114,210.1593,8.562000000000001,376.3683,103.2066,0.0,857.7218,3.3010299956639813
5svz,5.4041929522,-35.3384039556,-0.0921776883,43.5,76.0,36.5,16.0,-0.0311659901,-18.538923075499998,20.0,-229.89612034700002,367.5967,13.3447,33.2158,116.156,536.1434,146.3442,245.0244,334.2368,0.0,1792.0620000000001,5.920818753952375
4hbv,4.4072040046,0.1065981017,-0.10570324390000001,0.0,13.0,0.0,5.0,-0.01760376,-1.3119788931999998,0.0,-22.343124951100002,0.0,0.0,0.9436,18.569000000000003,87.2637,136.611,87.0703,83.3186,29.4848,443.26099999999997,4.638272163982408
5nxq,2.4638809288,-12.125616586,-0.1202776902,49.0,135.0,42.0,39.0,-0.0245865848,-7.7858936614,26.0,-62.4514437163,210.1352,76.2362,19.8776,18.0218,118.193,0.0,656.8792,154.0882,0.0,1253.4312,6.494850021680094
1yw7,5.3077683568000005,-6.8097578345,-0.20126965600000002,4.0,20.0,4.0,11.0,-0.046980034500000004,-0.6346448875999999,4.0,-48.9272524077,0.0,35.6217,11.1448,5.0317,165.6404,270.3657,136.1535,39.8168,0.0,663.7746,5.853871964321763
5xvk,4.6096325748,-11.496465538499999,-0.2150299284,1.0,10.0,1.0,3.0,-0.0482856467,-1.9670294726,1.0,-28.6595300767,0.0,0.0,0.0,37.7335,23.0919,117.92399999999999,0.0,84.2583,0.0,263.0077,5.045757490560675
5q0i,7.4139702220000006,-1.4013033054,-0.0788721797,10.0,32.0,8.0,15.0,-0.019965597800000002,-2.6638229679,8.0,-60.146539410100004,0.0,0.0,19.3091,23.4348,121.9578,266.5963,462.9139,199.6663,0.0,1093.8782,4.251037138743839
3cx9,1.7155817656999999,-10.1456703545,-0.27178004969999997,24.0,30.0,24.0,15.0,-0.0393003942,-4.5010247105,28.0,-73.20918947109999,122.2882,47.7541,11.6135,2.3472,50.8052,46.2574,568.1716,205.6878,0.0,1054.925,4.88941028970075
2i0d,6.5449239351,-14.573008659600001,-0.35541257950000005,14.5,45.0,12.5,20.0,-0.10142699720000001,-4.453091139,12.0,-119.586471229,17.8767,34.7651,26.2624,14.0173,267.4247,295.6555,335.8423,228.21599999999998,0.0,1220.06,12.096910013008056
2c9b,5.1839772495,-26.4460699688,-0.49107888990000004,7.0,21.0,7.0,0.0,-0.11385231779999999,-5.518294656599999,8.0,-94.3566890477,7.8523,11.7264,88.1039,59.5181,123.5374,118.4693,88.7128,119.2515,0.0,617.1717,5.5406075122407685
4pyq,2.0192686304,-7.428654691799999,-0.2633742543,5.0,21.0,5.0,10.0,-0.0813513759,-2.7839466252,6.0,-23.9861938954,35.6253,25.6503,30.4077,32.22,43.1394,153.1163,87.991,52.4834,0.0,460.6334,5.356547323513811
5lpk,5.1480215697,1.2892186985,-0.11410170439999999,5.0,22.0,5.0,12.0,-0.0226941806,-2.4330376743,6.0,-30.694319355500003,5.371,0.0,0.0,27.048000000000002,128.4206,97.2423,301.1806,65.4613,60.358999999999995,685.0828,5.51427857351842
2isc,4.8028778502,-26.817626663200002,-0.0189460467,4.5,19.0,4.5,2.0,-0.025481442599999998,-2.6317034408,8.0,-96.6141585556,40.1543,23.0756,97.2426,22.2433,45.6663,87.5381,51.0919,233.1717,0.0,600.1838,8.42021640338319
2gfa,3.2231017580000003,-25.004806128200002,-0.0650312234,29.0,57.0,24.0,11.0,-0.0219460208,-9.8461643828,16.0,-139.77184463700002,77.4276,24.2559,58.6088,82.7455,337.6822,171.9582,212.31799999999998,267.836,0.0,1232.8322,4.982966660701218
5ujv,4.6763361554000005,-1.8869983787,-0.6052539432999999,4.5,19.0,4.5,12.0,-0.1157227173,-1.8471698716999998,8.0,-17.252469634300002,17.8602,77.4144,39.1116,13.5231,34.7889,72.9443,497.7482,72.8608,0.0,826.2515,3.603800652904264
2hny,7.7827763289,-11.300366987,-0.0345620488,1.0,20.0,1.0,8.0,-0.0019950928,-0.0,1.0,-16.315678210999998,0.0,0.0,3.0524,11.587,72.58,268.1367,306.8355,28.6468,0.0,690.8384,5.933674074637962
1pu7,3.4414837357,-15.045860323,-0.1477395558,0.0,12.0,0.0,0.0,-0.026963092400000003,-1.5909471449,0.0,-41.1092978984,11.7713,3.4776,47.3892,0.6565,74.8213,164.9404,25.500999999999998,103.9243,0.0,432.4816,3.096910013008056
1d04,8.9955580345,-52.4326157875,-1.4802855086000002,8.5,31.0,8.5,6.0,-0.3395545257,-14.5059309991,10.0,-200.10540932799998,0.0,106.1318,92.3327,76.5011,155.5119,145.2018,119.2663,115.1153,0.0,810.0609,4.585026652029182
5csw,8.7430174275,-15.0920921977,0.046327228399999996,6.5,35.0,6.5,15.0,0.004980397100000001,-3.1568529412,6.0,-53.3495296318,12.3918,1.9328,42.9825,22.5683,82.6902,433.8529,308.6461,49.4753,35.7068,990.2467,8.397940008672037
