pdb,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,logKa
4mme,6.7540566039,-16.6655456061,-0.2993592737,1.5,20.0,1.5,12.0,-0.06416570519999999,-1.7760140068,2.0,-52.7983852458,0.0,20.9636,43.5046,0.9979,30.0357,275.7588,49.0266,155.4829,66.8186,642.5887,6.5
1gpk,7.431955396799999,-7.1970112149,-0.0774418742,0.5,18.0,0.5,12.0,-0.016070765900000002,-1.9797921986000002,1.0,-29.9812643869,18.3131,13.1968,49.9555,30.5072,48.431999999999995,207.8192,256.6407,61.0407,0.0,685.9052,5.37
4ea2,5.565333370299999,3.9794839808999996,0.4182580027,9.0,24.0,9.0,18.0,0.0700776346,-0.7558834497,12.0,-17.9902578857,25.1351,8.4051,13.9499,5.4569,34.5914,112.554,597.5458,133.2075,0.0,930.8457,6.44
3f3c,5.4843927488,-20.6372839326,-0.6049678822,3.5,13.0,3.5,7.0,-0.1347567828,-5.0430371460000005,4.0,-63.0155048612,34.6315,58.9662,0.0,0.0,0.0,152.7622,26.2994,19.9673,0.0,292.6266,6.02
4de1,5.733639985700001,-17.3513514212,-0.203470126,3.0,23.0,3.0,10.0,-0.058327124800000005,-5.832507102799999,4.0,-80.6600469052,4.4566,18.7654,44.0485,77.1077,119.9575,208.3803,43.5494,66.705,0.0,582.9704,5.96
2cbv,4.7809098247,-16.1454865263,-0.4764604342,2.0,12.0,2.0,2.0,-0.12630697800000001,-9.6869530434,2.0,-72.1233162053,18.1406,38.4557,107.1407,14.4112,6.936,54.8691,48.7598,67.4155,0.0,356.1286,5.48
1o3f,5.6089026763,-19.4254264244,-0.6398820062,4.0,25.0,4.0,17.0,-0.1644704627,-5.837348136799999,4.0,-66.2139246807,38.725,12.8006,82.2895,35.4775,119.8231,238.5876,44.7367,121.1591,0.0,693.5991,7.96
3gbb,6.0812042222,-31.0858489826,-1.1161223934,4.5,18.0,4.5,4.0,-0.22847480010000001,-7.7490797983,6.0,-91.95585158440001,34.797,114.2869,35.2156,8.9271,12.8816,27.5725,160.8886,159.6444,0.0,554.2137,6.9
4qac,7.6706990569,-15.3889649403,0.2551004871,3.5,24.0,3.5,14.0,0.038933649199999996,-1.6046193985,4.0,-34.0312587615,0.0,1.5285,68.8923,13.6488,79.329,252.8763,186.9193,143.0129,56.2038,802.4109,9.4
2p15,10.0861403061,5.1470093535000006,-0.23270703739999998,4.0,32.0,4.0,27.0,-0.061319764000000006,-2.5051764158000003,6.0,-22.954613559400002,8.8969,9.5806,48.9227,10.5445,20.1237,291.7651,432.9042,112.4639,0.0,935.2016,10.3
4jia,6.5715936315,-16.0883549902,0.1621673041,5.0,31.0,5.0,12.0,0.0292735859,-0.8133743959,6.0,-38.7051597301,17.1104,5.9517,18.8128,29.3934,47.4334,265.8474,133.1243,124.3031,0.0,641.9765,9.22
3jvr,5.1706790758,-11.6416012048,-0.0807059047,4.0,23.0,4.0,10.0,-0.0201269656,-2.0162319818,4.0,-45.6363394992,0.0,10.1614,6.0661,28.7496,58.0108,167.3082,106.564,66.1503,109.936,552.9464,5.72
2cet,5.7497400912,-24.087789595300002,-0.7735458889,6.0,22.0,6.0,8.0,-0.20789307070000002,-7.8639883417,6.0,-87.44291499629999,0.0,40.2802,99.9237,15.4956,19.9886,206.1533,81.9759,99.5926,0.0,563.4099,8.02
2wnc,5.551529088500001,-7.3066973095000005,0.23566300210000002,3.0,21.0,3.0,10.0,0.0410167608,-0.5252155145,4.0,-36.1331623753,0.0,0.0,27.7463,17.0182,63.3137,187.5725,148.6675,158.3386,0.0,602.6568,6.32
2r9w,5.6332545443,-25.299096986,-1.0045512295,5.0,29.0,4.0,17.0,-0.1982110027,-3.8069597980000003,4.0,-53.247838578199996,0.0318,63.2843,15.5437,70.0186,43.3289,199.2111,112.2213,70.9608,0.0,574.6005,5.1
3fv2,7.0950194304,-39.3261910433,-1.5871550016,5.5,20.0,5.5,2.0,-0.3263150312,-10.7909288424,6.0,-120.210993954,35.4898,112.4987,77.7396,14.3181,17.2618,26.5768,98.45700000000001,206.2443,0.0,588.5861,8.11
3g0w,8.0162095214,-12.6502233038,-0.0083764558,2.5,24.0,2.5,10.0,-0.0077089799,-1.9891075216,2.0,-54.3453229907,9.5719,0.0,44.8791,0.7778,94.9788,123.1565,211.3287,249.0065,51.1943,784.8936,9.52
1o5b,4.1807756416,-12.482217419300001,-0.4483677672,1.5,13.0,1.5,6.0,-0.1084538314,-2.9514977459,2.0,-70.10280797680001,39.5934,13.7939,57.0591,14.6186,85.32700000000001,137.1934,54.8399,101.72200000000001,0.0,504.1473,5.77
2br1,5.739148495599999,-19.4269667534,-0.09121681640000001,6.5,29.0,6.5,12.0,-0.0137089281,-0.7184021106999999,8.0,-46.866174847299995,3.065,18.5668,29.76,9.5683,70.9096,242.1345,161.2016,164.8006,0.0,700.0064,5.14
4bkt,4.4542280485,-11.034674904300001,-0.2109737287,3.5,19.0,3.5,4.0,-0.0479262366,-3.1298678441,4.0,-49.2865011399,0.0,0.0,58.7455,26.7444,72.4641,117.8087,93.2209,88.1123,0.0,457.0959,3.62
3dx1,3.8144267262000002,-12.860551561300001,-0.45964884340000006,2.0,9.0,2.0,1.0,-0.1227568864,-9.6593591496,2.0,-67.96122988890001,46.5126,17.187,86.8401,0.0535,22.0719,32.0464,28.1963,76.1822,0.0,309.09,3.58
3oe5,6.8049461401,-30.352909100100003,-0.8141665651000001,9.0,31.0,9.0,7.0,-0.18883700050000002,-9.466752010499999,8.0,-134.051143415,10.6488,25.2328,116.4677,38.7187,176.0647,284.943,160.8712,184.0657,0.0,997.0126,6.88
1nc1,5.5190134768,-29.4919825475,-0.4713993532,4.5,20.0,4.5,2.0,-0.13559296140000002,-5.190013872200001,4.0,-105.046821694,11.443,16.7335,104.5832,13.6238,84.7293,133.6513,66.8945,217.2701,0.0,648.9287,6.12
3zt2,6.8552415494000005,-18.4830017979,-0.32926366100000004,2.0,23.0,2.0,13.0,-0.08200418200000001,-3.147845684,2.0,-49.8235771877,0.0,36.4664,12.6163,22.9507,36.5998,212.5522,158.6854,132.4361,0.0,612.3069,2.84
2xys,7.5463945065999996,-5.6108537597,0.17837743309999998,0.5,25.0,0.5,13.0,0.025789508399999998,-0.7286856405,1.0,-31.2369992669,5.2448,3.9391,52.2626,7.744,72.3633,211.7083,177.1376,152.1779,0.0,682.5776,7.42
3u8k,4.7917801465,-13.0234963648,0.1513263219,3.0,16.0,3.0,3.0,0.0295303074,-1.4776669493,3.0,-57.16967758,17.3468,0.0573,45.7169,12.9922,63.8951,157.499,145.1757,211.507,0.0,654.19,8.66
2vw5,7.2123925002,-12.8791895422,-0.5040176535,4.0,36.0,4.0,20.0,-0.10671546009999999,-3.9145554461,4.0,-66.6152830738,53.4952,30.9886,31.7435,99.7347,102.029,59.8132,448.9439,168.3304,0.0,995.0785,8.52
1ydr,5.5472968512000005,-8.2611731767,0.1641403922,2.0,20.0,2.0,7.0,0.0339312474,-1.3943278155,2.0,-37.7249236941,8.4089,15.2695,14.0671,7.0699,91.3139,199.7483,159.0975,125.7968,0.0,620.7719,5.52
4djv,6.8715030227,-17.8258167626,0.235743686,4.5,28.0,4.5,17.0,0.0467746573,-3.8650962154000004,6.0,-65.2802725946,0.0,21.6609,73.0113,12.6882,68.0908,336.4821,86.1786,162.5686,0.0,760.6805,6.72
2vkm,7.6422616496,-30.657036058800003,-0.17799601829999998,15.5,47.0,14.5,24.0,-0.0170609774,-7.3661026646000005,14.0,-127.22645905899999,23.443,18.4967,92.4922,70.8221,195.3644,457.6473,218.0893,329.4706,0.0,1405.8256,8.74
1qf1,4.9491724307,-17.3793413996,-0.6197330359000001,11.5,26.0,10.5,13.0,-0.13645847960000002,-4.9488056857,12.0,-91.3830545736,15.1866,25.8623,68.0052,53.7922,95.4048,202.0107,259.6884,73.5218,0.0,793.472,7.32
3ge7,7.1263394534,-26.5159055517,0.6525713832,6.5,26.0,6.5,9.0,0.1229475938,-8.4716114577,10.0,-107.03940595799999,10.2699,42.6548,85.4193,65.5235,74.7142,106.3607,247.7489,181.7195,0.0,814.4108,8.7
3u9q,3.1974956221,-1.2361873715,-0.247406177,8.0,12.0,8.0,9.0,-0.0721534113,-1.1931021689,10.0,-18.3798290945,0.0,53.3375,24.4314,7.6129,37.4158,56.6589,350.2172,70.1736,0.0,599.8473,4.38
3f3a,4.9764655936,-19.3728865357,-0.69901597,3.5,15.0,3.5,7.0,-0.14398408699999998,-4.464166838,3.0,-63.546771668199995,36.0846,64.2378,26.1039,44.1826,43.9992,213.9394,79.2158,93.9218,0.0,601.6851,4.19
2yfe,5.4874440672,-7.429644903300001,-0.1935166667,7.5,25.0,7.5,17.0,-0.0345180394,-0.73349,6.0,-25.7475160975,4.4132,23.1814,39.7792,9.4418,24.3023,168.6885,386.4661,170.8917,0.0,827.1642,6.63
5dwr,7.7048503513,-13.4550305365,-0.028481416699999998,4.5,32.0,4.5,17.0,-0.0019364135999999999,-2.20047,6.0,-24.061904733200002,6.0869,22.5256,0.0,50.6919,66.6948,297.9466,319.6176,51.3475,23.0484,837.9593,11.22
2x00,9.5085095962,3.0085045887,-0.0590826195,1.5,37.0,1.5,25.0,-0.006168650899999999,-0.032588960699999996,2.0,-20.1818159822,6.2064,0.0,74.4225,34.3493,91.0018,155.1268,533.1282,137.6321,0.0,1031.8671,11.33
3kgp,3.1381856207,-13.9064056127,-0.1885876139,2.5,11.0,2.5,6.0,-0.025892197000000002,-1.2222290568,4.0,-33.407909619899996,40.4784,36.9026,27.5757,16.3491,55.8817,115.3797,37.7292,114.5145,0.0,444.8109,2.57
4e5w,7.574626536699999,-24.841311207199997,0.330363896,3.0,28.0,3.0,8.0,0.0565740837,-2.4527318808,4.0,-87.0056742724,28.0566,36.4715,0.0,34.84,136.44799999999998,175.9554,285.4032,188.7319,0.0,885.9066,7.66
3up2,6.463073786,-24.783453515999998,0.128507448,7.0,28.0,7.0,13.0,0.0160781008,-3.5964848425,8.0,-40.0894534024,46.4629,33.094,21.0106,12.6818,58.4025,276.8946,177.0596,121.1569,0.0,746.7629,7.4
1uto,3.0675945431000002,-5.7361485215,0.09508230869999999,2.5,9.0,2.5,7.0,0.0176404345,-1.5602505884,3.0,-22.077051453600003,45.4827,5.6631,26.4916,12.3738,45.9477,100.1582,51.9989,89.6413,0.0,377.7573,2.27
3twp,3.2056300262,-12.7152985366,-0.23280972600000002,1.5,10.0,1.5,5.0,-0.0468333365,-1.1671586276,2.0,-14.364198726400002,16.4341,28.5781,14.0341,15.8428,6.1089,125.6145,65.0422,51.81100000000001,0.0,323.4657,3.92
2v7a,7.0025263414,-19.1391526123,-0.0356622838,6.0,35.0,5.0,12.0,-0.0031246674,-2.8398899075,6.0,-50.6807042621,13.9131,9.4115,0.0,46.3789,131.3036,233.7903,182.1673,234.3432,0.0,851.3079,8.3
1h23,7.0921954939,-8.0469794269,0.1075002944,15.0,36.0,15.0,22.0,0.0085378236,-2.8787868822000005,16.0,-48.354829476800006,2.2038,11.9182,83.6455,47.6592,86.2368,361.713,409.8283,134.6971,0.0,1137.9019,8.35
3ejr,5.5735484583,-19.6144688021,-0.2334258576,5.5,25.0,5.5,13.0,-0.0702023279,-9.0943151281,8.0,-83.9319697576,25.8198,17.8261,96.8329,4.1733,56.3752,105.6926,101.7546,152.3812,0.0,560.8557,8.57
4x6p,7.5601767837,-22.791375359899998,-0.1875020487,8.5,40.0,7.5,19.0,-0.0349361287,-4.2579901339,8.0,-103.513952288,1.6117,7.1401,61.722,51.1913,165.804,334.5579,156.1704,122.9588,65.5251,966.6813,8.3
3rr4,5.1164154856,-24.341687158800003,0.6538476557999999,2.0,18.0,2.0,3.0,0.1088792556,-4.8393836475,2.0,-95.9513109775,0.0,14.5368,55.8851,44.8759,82.9003,146.935,52.8288,161.0365,0.0,558.9984,4.55
3ozs,6.9724972608,-40.5329141215,-0.8178340151000001,9.0,33.0,9.0,8.0,-0.1797857339,-7.808133078200001,8.0,-133.05158725299998,10.0379,26.355999999999998,112.2472,36.7043,129.8409,232.2307,158.875,240.005,26.4785,972.7755,5.33
2wtv,7.6896304338,-20.1136820961,0.012528009199999999,4.0,34.0,4.0,18.0,-0.0009168625,-1.4518774409,6.0,-30.3848525896,15.2314,18.9674,22.7975,9.5862,89.1268,298.8349,213.9419,100.796,94.5793,863.8614,8.74
2xb8,7.0958849486,-31.4716720575,-0.7232064702,5.5,22.0,5.5,8.0,-0.1873700205,-8.2970555075,6.0,-97.5973065469,15.3119,54.9915,88.3308,22.264,48.7003,151.2631,131.0884,153.8333,0.0,665.7833,7.59
4k18,6.7870929935,-15.377383133199999,-0.15508912560000002,4.5,29.0,4.5,14.0,-0.0314227116,-1.4095550679,4.0,-38.1854600604,8.8163,13.9456,11.2856,19.2153,56.6891,312.2775,260.2631,91.789,26.2268,800.5083,8.96
4eor,6.3627176842,-17.8679777678,0.08225356860000001,6.5,28.0,6.5,10.0,0.0012322632,-2.8098314873000003,8.0,-42.5786617409,38.9266,16.8488,20.8857,43.7709,96.2842,182.7491,338.69,86.036,0.0,824.1913,6.3
3pxf,4.1711155783,-0.1445048649,-0.0536547935,3.0,21.0,3.0,13.0,-0.0092786485,-0.7771546597,4.0,-9.591423305800001,16.3372,51.9097,2.1606,0.0,13.2938,228.0789,194.747,14.5276,0.0,521.0548,4.43
1ydt,6.1201011969,-13.0137556176,0.09312389039999999,8.0,27.0,8.0,14.0,0.0210731677,-1.8436857941999998,12.0,-48.2143368022,34.2408,19.7236,17.1863,23.0264,102.5085,296.1173,186.3466,172.2292,33.78,885.1587,7.32
3dxg,3.3640491964,-21.9296493032,-0.2250640716,5.0,21.0,5.0,1.0,-0.0520411155,-2.4154559190000002,6.0,-52.016814976300005,13.3537,6.6262,33.5435,23.6498,74.3562,105.2427,29.1709,51.1195,0.0,337.0625,2.4
3r88,3.8096223667,-19.3883925143,-0.13568831509999998,3.5,14.0,3.5,3.0,-0.0305425236,-1.8336663208000001,2.0,-46.0269522638,22.5739,22.3713,31.769000000000002,22.4379,15.3441,89.3966,76.7101,128.2437,0.0,408.8466,4.82
2j7h,4.2046360713,-15.5404379602,0.16255605380000002,2.5,10.0,2.5,0.0,0.0322442204,-7.8333871389,4.0,-69.2204708511,30.6455,34.2705,72.6322,12.8271,6.5906,46.893,0.0,130.9614,0.0,334.8203,7.19
2zb1,7.720928452100001,-8.4810294693,-0.1135222473,5.0,26.0,5.0,17.0,-0.0202589938,-2.2742370893,6.0,-34.0496180162,7.9511,21.6842,12.8365,18.949,91.3407,243.0078,410.829,78.8007,0.0,885.3989999999999,6.32
4f09,6.024850185499999,-14.3785384559,0.060608278700000004,1.0,19.0,1.0,5.0,0.0111417131,-1.3264653207,1.0,-39.4460579791,11.4808,14.0583,0.0,30.6631,87.9798,146.1215,217.0062,126.0143,0.0,633.3240000000001,6.7
3n76,7.2168154449,-28.4506467945,-0.9103491088,7.5,22.0,7.5,10.0,-0.2120592939,-7.6415428294000005,10.0,-87.7082109944,10.8474,59.0002,88.4637,28.4675,31.8864,198.3619,182.3461,125.3635,0.0,724.7367,6.85
3uew,3.472855103,14.1081080278,-0.25141103239999996,14.0,18.0,14.0,15.0,-0.0584371483,-0.5949117343,16.0,-6.5053594845000005,10.2698,29.5296,0.0,2.6531,21.8576,27.4607,651.508,19.5584,0.0,762.8372,6.31
4dli,6.4598757696,-13.7308007718,-0.2563034107,3.5,21.0,3.5,12.0,-0.053038661900000006,-1.0045512295,4.0,-25.390746561500002,0.0086,15.3188,48.8074,15.2999,34.579,290.082,260.9977,78.1913,0.0,743.2847,5.62
4eo8,5.513798362899999,0.254154285,-0.2514477069,6.0,27.0,6.0,14.0,-0.0500460227,-1.976168758,4.0,-15.9037208874,12.001,33.6027,0.4195,15.3878,45.5799,46.5535,503.1931,53.9476,0.0,710.6851,8.15
1e66,8.5770433103,-4.6837370695,-0.1235417207,1.5,21.0,1.5,15.0,-0.019510833999999998,-0.0,2.0,-18.8977390486,0.0,14.7225,57.2305,14.5745,26.4403,271.5842,245.4832,50.0602,65.0866,745.182,9.89
2zy1,6.3212461596,-16.5479231497,-1.0312502655,8.0,24.0,8.0,12.0,-0.19700074420000002,-3.1733417964,12.0,-37.6726478618,31.195,69.3762,12.114,27.9854,55.8488,347.1842,253.6228,116.3648,0.0,913.6912,7.4
