,pKd,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,delta
2yaz,5.136677139879544,7.204566161900001,-32.7124364066,-0.5210639611,4.5,20.0,4.5,2.0,-0.1171236832,-6.8984661151,6.0,-90.324672513,44.6484,95.0966,30.4203,56.6689,86.8398,164.5858,100.1956,98.5682,0.0,677.0236,-2.0678890220204567
2yk1,8.130768280269024,5.167803795,-7.0742249889,0.3168236706,1.0,12.0,1.0,5.0,0.0637476159,-1.6515847632,1.0,-35.436999681399996,3.4564,13.5573,22.7728,6.9953,18.375,190.1191,136.1739,101.1799,0.0,492.6297,2.9629644852690236
3ozj,5.113509274827519,4.5735522017,0.7178960026000001,-0.0216232852,2.0,22.0,2.0,12.0,-0.0015329941,-0.0,2.0,-5.6543790563,0.0,0.0,41.4124,7.8556,91.9715,95.2007,530.0989,79.5175,0.0,846.0566,0.5399570731275185
3mam,4.1191864077192095,1.3869048967,-16.3867093826,0.1241505174,2.0,8.0,2.0,0.0,0.0275645542,-0.0,2.0,-40.2953073709,0.0,60.0509,3.7049,0.8156,41.0433,43.9978,3.2418,159.162,0.0,312.0163,2.7322815110192096
3o56,9.100179497572904,-5.2907440539,-4.1065831281,-0.0831410915,6.0,31.0,6.0,8.0,-0.0149778658,-0.7808881238,6.0,-60.588885224399995,0.0,0.1512,3.7626,15.9084,211.1889,187.0981,229.3771,188.6656,0.0,836.1519,14.390923551472905
2ygf,5.0936649581949105,6.916766690599999,-11.0179293276,-0.494592307,5.5,40.0,5.5,16.0,-0.1026739302,-6.4607779623,4.0,-119.550486209,28.7735,17.9847,21.223000000000006,76.3312,250.9281,14.9027,354.163,273.3115,0.0,1037.6177,-1.8231017324050889
2xm1,5.070581074285707,6.0438769161,-21.6134124246,-0.742145182,3.5,15.0,3.5,1.0,-0.1775339196,-7.2422455432,4.0,-76.35914027140001,4.8823,21.9004,83.0779,45.6084,58.2641,40.238,101.3777,121.1971,0.0,476.5459,-0.9732958418142932
3rlp,7.075720713938117,5.905914782000001,-7.273242830599999,0.2557386234,2.5,18.0,2.5,7.0,0.041515534,-2.0077895119,4.0,-58.8033358476,0.0,2.8707,49.3639,6.0097,148.05100000000004,125.3231,121.0886,73.887,118.538,645.132,1.1698059319381162
3ryv,7.0655015487564325,4.0971871212,-2.7300351102,-0.2160788191,3.5,15.0,3.5,6.0,-0.0474127936,-2.9665709654000003,4.0,-48.5330822166,0.0,0.0,52.722,14.7491,135.3244,152.0262,117.2188,41.0838,0.0,513.1243,2.9683144275564324
2xxt,8.045757490560675,5.368912083200001,-19.1772647527,-0.827303371,4.0,15.0,4.0,6.0,-0.1578177084,-7.138830788099999,4.0,-66.7537953254,24.0356,113.5488,7.5898,17.1665,133.8243,29.0385,295.2455,100.5175,0.0,720.9665,2.6768454073606742
3s76,5.045757490560675,2.9479109798,-8.8688403021,-0.2546897327,1.5,9.0,1.5,0.0,-0.0570508522,-3.714906803,2.0,-56.0170640591,0.0,0.0,55.9663,29.3655,115.2716,123.3777,48.3291,4.9701,0.0,377.2803,2.0978465107606747
3s0d,7.045757490560675,3.5080332834,8.8365520723,0.057498281100000014,5.5,11.0,5.5,9.0,0.0113837648,-0.3793170186,6.0,-12.7299683366,40.0426,0.0,0.0,0.0,0.0,0.0,265.4891,23.732,0.0,329.2637,3.5377242071606747
3po1,4.0222763947111515,5.3398438745,-21.423533868299998,-0.07483064980000001,5.5,20.0,5.5,4.0,-0.0288628315,-2.201790282,8.0,-101.837582897,47.5328,15.2865,44.2017,17.9788,88.7326,166.6369,121.2984,119.904,0.0,621.5717,-1.3175674797888481
3zxz,8.397940008672037,8.3371260662,-18.6115899298,-0.1329744021,5.5,28.0,5.5,8.0,-0.0289875248,-3.7525495098,8.0,-101.686249241,0.0,2.6027,34.39,11.2156,208.8349,299.7191,131.5344,189.7589,0.0,878.0556,0.06081394247203775
2xpk,11.301029995663981,6.4276608888,-21.4400887376,-0.6504149226,9.0,27.0,9.0,9.0,-0.1645511466,-5.9638311524,8.0,-88.2749127033,11.1675,34.3708,143.6206,34.3387,69.6673,262.2781,171.4284,170.1522,0.0,897.0236,4.873369106863981
3pbb,7.022276394711152,3.5484485824000003,-13.5244333603,-0.0183152453,8.5,22.0,8.5,4.0,-0.0026112244,-0.8303913639,10.0,-73.5191330055,0.0,17.9148,49.4605,18.7667,92.3615,230.5141,66.8615,162.5399,0.0,638.419,3.473827812311152
3r4n,6.886056647693162,5.426755104600001,-10.8407768228,0.326109654,6.5,23.0,6.5,12.0,0.0506474845,-2.1271356698,10.0,-53.35844887020001,0.0,4.285,50.3525,8.2484,135.5492,154.626,177.1033,106.3863,55.1491,691.6998,1.4593015430931615
3pe2,9.756961951313707,7.7347694084,-14.0646487453,-0.5688361648,3.0,26.0,3.0,13.0,-0.1034000853,-2.5701709647,3.0,-54.9699777445,2.3557,42.4975,5.1478,9.5323,139.2188,257.3166,197.776,140.0108,0.0,793.8555,2.0221925429137073
3pe1,9.651695136951837,7.9679092049,-11.508736826199998,-0.5322276789,3.0,25.0,3.0,13.0,-0.0998206541,-2.7041135736,4.0,-59.2261854977,2.1661,42.6257,5.2546,8.1921,114.7277,328.8287,112.4591,86.7112,56.7979,757.7631,1.683785932051837
3pwd,6.657577319177793,5.9914763905,-9.2521548412,-0.5587506772999999,1.5,20.0,1.5,10.0,-0.108703218,-1.9921368353,2.0,-32.9738375728,6.2519,0.0,22.6695,9.3744,107.0445,200.8597,205.6816,20.4434,0.0,572.325,0.6661009286777935
3ozp,6.619788758288393,6.106920381599998,-21.2759703501,-0.8376969243000001,6.5,25.0,6.5,6.0,-0.1971694469,-7.2551402974,6.0,-106.208061058,5.3993,31.6265,83.5925,37.283,143.963,203.3462,107.6801,125.8116,0.0,738.7022,0.5128683766883944
3pb9,6.581698708680254,4.0713609383,-9.2731326552,0.0657793832,2.0,12.0,2.0,6.0,0.0110463594,-0.9511751622,2.0,-50.538238499399995,0.0,18.2686,0.0,7.0693,73.321,275.9743,27.7638,32.1252,0.0,434.5222,2.5103377703802545
3qox,6.568636235841013,7.4162220363,-40.5325913859,-0.8826671962,8.5,26.0,8.5,1.0,-0.2193721892,-11.1860819101,12.0,-160.673397682,38.6429,79.1195,93.1209,23.1634,183.095,104.2922,64.4214,226.5653,0.0,812.4206,-0.8475858004589867
3ppm,9.537602002101043,6.2508971337,-1.4670240094,0.016430176,9.0,25.0,9.0,15.0,0.0007628296,-3.3042624265,14.0,-61.1915866225,2.1196,0.0,35.0224,13.298,165.8125,407.0193,306.8529,85.7303,0.0,1015.855,3.286704868401043
3sr4,6.5376020021010435,6.7911125187,-41.4974021272,-0.7500522042000001,9.5,27.0,9.5,1.0,-0.1954604152,-9.395405438200001,12.0,-156.845005306,37.3538,84.6692,65.1645,19.4539,172.683,109.8185,93.791,284.4323,0.0,867.3662,-0.25351051659895685
3sm2,9.69897000433602,6.2141052753,-13.0778846483,-0.4898539616,13.0,35.0,11.0,15.0,-0.1144684494,-4.3382486097,10.0,-107.871623712,0.0,23.6445,79.2831,20.0575,180.783,266.6565,350.4936,200.811,0.0,1121.7292,3.484864729036021
2xog,3.4317982759330046,5.9528948165,-27.763307985300003,-0.3742412678,11.0,40.0,11.0,2.0,-0.08536356619999999,-6.6108206767,10.0,-172.20328836,12.0414,0.2466,106.5088,35.5166,367.112,172.5342,47.0482,194.545,0.0,935.5528,-2.521096540566995
3p8n,9.275724130399214,6.7474992033,-26.2769271748,-0.4310353985,14.0,57.0,13.0,21.0,-0.0843953594,-5.6873934412,8.0,-151.256471647,59.5361,32.4193,15.0578,22.5328,331.5678,172.6564,472.7679,147.4045,5.4014,1259.344,2.528224927099213
3nzk,9.267606240177033,6.4381131213,-10.1667215175,-0.3291096281,9.0,32.0,8.0,15.0,-0.0854002407,-8.2097995371,8.0,-82.4114523225,6.0201,4.5667,85.4075,34.409,211.1916,297.7542,198.2644,202.5271,0.0,1040.1406,2.829493118877033
3rf4,6.251811972993798,4.772195963500001,-12.7292201768,-0.020244324,5.5,21.0,5.5,6.0,0.0128287401,-1.8779837866,6.0,-58.199343507100004,16.3718,17.2559,60.1653,3.5403,101.9142,245.5126,92.265,91.0093,10.7454,638.7798,1.4796160094937978
3ozg,9.187086643357144,5.421928740399999,-35.6897089911,-0.9783362969,7.5,21.0,6.5,2.0,-0.2640197255,-11.1073784331,10.0,-121.053025804,13.6201,110.1803,42.24800000000001,40.702,112.0388,154.1665,72.6432,109.4109,0.0,655.0098,3.765157902957145
3rwp,9.221848749616356,7.7747519483,-21.8134498174,-0.1603189093,6.5,34.0,6.5,11.0,-0.0351415059,-3.2161629426,6.0,-96.36026832700001,15.1999,10.004,56.3789,9.9954,206.6277,260.671,253.7212,158.2005,0.0,970.7986,1.4470968013163565
2ya7,3.1426675035687315,5.7592827961,-31.5867126291,-0.8210246966,7.5,23.0,7.5,2.0,-0.1764190148,-13.537731534,8.0,-107.65641041200001,120.7698,74.529,99.9126,7.6526,86.8923,23.2987,155.4015,147.0011,0.0,715.4576,-2.6166152925312685
3qfy,6.1249387366083,4.2414132599,-14.040032820899999,-0.3143664791,2.5,10.0,2.5,1.0,-0.064767167,-6.3209527636,4.0,-66.92223396899999,33.552,31.3517,75.8188,12.2042,48.0881,32.25,25.556,151.3836,0.0,410.2044,1.8835254767083
3zq9,6.022276394711152,6.076282504299999,-17.6135080821,-0.652439355,7.5,22.0,7.5,1.0,-0.1081531005,-12.5628793146,6.0,-128.696791109,18.7417,22.1215,146.1076,20.1783,232.289,33.7697,31.2006,228.0664,0.0,732.4748,-0.05400610958884666
3r4m,5.920818753952375,5.4669136821,-7.9532760794,0.2468340548,2.5,16.0,2.5,7.0,0.0435252966,-1.943381755,4.0,-62.221076511999996,4.3441,2.5580000000000003,47.3005,24.4207,116.6095,177.9076,50.6579,79.3575,67.5775,570.7333,0.4539050718523745
2y7x,8.886056647693161,8.7970903103,-12.0881205772,0.1156126938,4.0,32.0,4.0,16.0,0.0200169421,-3.3564869145,6.0,-85.6351408725,35.8188,2.1978,9.7952,22.6017,198.9668,362.7572,95.6475,146.0658,20.5149,894.3657,0.08896633739316151
3zze,8.886056647693161,8.117929914600001,-11.179399816199998,-0.1170723389,4.5,25.0,4.5,13.0,-0.0274985401,-2.7775652622000004,8.0,-56.273066738900006,2.6127,1.8426,34.6099,31.0184,126.5058,221.1932,256.79400000000004,98.7965,43.0653,816.4384,0.76812673309316
3qgw,5.886056647693162,5.4699063213,-8.7027561614,-0.0825836391,3.0,22.0,3.0,11.0,-0.0228262088,-1.8321626663,4.0,-47.5002329429,117.1472,3.3409,4.3729,26.9469,139.9559,312.8458,128.0439,116.3694,0.0,849.0229,0.4161503263931623
3oaf,8.795880017344075,5.1823782413,-13.8464281354,0.0498406455,4.0,22.0,4.0,8.0,0.0157040209,-3.3390078478,6.0,-53.7390128218,45.8786,17.6458,60.9537,3.2255,89.1786,128.8377,110.7047,117.0521,101.7836,675.2603,3.6135017760440746
2ya8,5.752026733638194,4.9589425175,-10.3256541307,-0.5158488472,6.5,20.0,5.5,8.0,-0.0939747388,-7.9770191507,6.0,-70.9696097843,58.2762,71.5302,26.7838,5.8976,139.5698,21.9796,289.7841,72.1233,0.0,685.9446,0.7930842161381939
3pb7,5.740645072691966,3.8291185309,-12.6125879319,-0.0112737413,8.0,22.0,8.0,4.0,-0.001246933,-1.314340731,10.0,-74.8857862433,0.0,17.7038,0.0,14.152,163.9266,228.8257,63.4528,168.3752,0.0,656.4361,1.9115265417919658
3m3z,5.732828271596986,5.0968973167,-36.6283708139,-0.216746295,7.5,25.0,7.5,0.0,-0.048813759500000005,-6.986888334600001,8.0,-168.941150264,55.5739,11.695,109.6326,33.3399,133.8346,42.1165,23.2827,286.2161,0.0,695.6913,0.6359309548969865
3p8o,8.723538195826755,5.9071030358000005,-30.8262155273,-0.4355023526,14.0,56.0,13.0,21.0,-0.0893024075,-5.1126746866,8.0,-119.41999100299999,73.1538,55.0873,17.9425,30.2802,160.2612,154.4827,416.8119,136.9066,0.0,1044.9262,2.8164351600267548
3oy0,7.995678626217357,2.9882529298,-1.9602373552,-0.287674778,6.5,21.0,5.5,12.0,-0.056647432699999986,-2.2421909112,8.0,-41.0631100331,0.0,0.0,63.4697,39.2003,148.3057,187.5764,224.9738,15.9485,0.0,679.4744,5.007425696417357
3oyq,7.987162775294827,2.9410308436,-2.2827309035,-0.2932419671,6.5,19.0,6.5,10.0,-0.057725663,-1.5830547925,10.0,-40.0028722428,0.0,0.0,66.9238,20.2378,117.0526,160.7518,196.127,33.5195,0.0,594.6125,5.046131931694827
3t82,6.995678626217357,4.2625010974,-18.913267031900002,-0.5216360833,8.5,22.0,8.5,2.0,-0.1050651076,-4.8856228571,8.0,-95.2551629534,0.0,0.0,112.2431,51.5357,139.6315,59.3309,185.516,99.9972,0.0,648.2544,2.7331775288173565
3slz,6.991399828238082,7.529817632599999,-19.208504091800002,-0.7700838161,26.0,66.0,22.0,34.0,-0.2025385937,-10.8262977302,20.0,-152.755307118,0.0,23.5875,64.4625,87.5257,402.5681,521.1487,610.565,191.4603,0.0,1901.3178,-0.5384178043619166
3t83,6.978810700930063,4.0841603388,-14.6815798494,-0.1853969324,12.5,28.0,12.5,6.0,-0.0412294729,-2.4850347804,8.0,-109.28678997899999,0.0,0.0,64.9262,39.6618,262.0914,62.4059,328.5791,113.3117,0.0,870.9761,2.8946503621300623
3t84,6.9746941347352305,4.0617522193,-19.2272007519,-0.5505429242000001,7.0,19.0,7.0,1.0,-0.1189280686,-5.5862818447,8.0,-100.47606408899999,0.0,0.0,134.8479,37.4472,119.3209,50.0422,131.9141,102.4521,0.0,576.0244,2.9129419154352307
3sio,8.0,6.8049608099,-9.060097819600001,0.1412408344,12.0,49.0,12.0,19.0,0.0241244861,-1.3123896476,10.0,-57.1577143581,7.1282,5.6264,80.6706,13.1735,177.8893,262.3703,309.9438,268.3633,0.0,1125.1654,1.1950391901000001
3t85,7.946921556516581,4.5251491966,-18.2321555528,-0.5174551903,8.5,22.0,8.5,2.0,-0.1038401793,-5.8703625217,8.0,-94.9928155851,0.0,0.0,112.6802,53.0464,154.857,60.9696,167.4341,118.3943,0.0,667.3816,3.421772359916581
3pn1,6.9586073148417755,5.9641905625,-16.6641739798,-0.34933928229999994,8.0,24.0,8.0,3.0,-0.0810873195,-5.8598662798,8.0,-87.58166196469999,20.692,6.8053,114.1961,9.2654,149.487,97.6606,188.3053,159.4077,0.0,745.8194,0.9944167523417757
3r4p,7.9586073148417755,7.1939819012,-21.4368613816,0.281953556,7.5,34.0,7.5,10.0,0.046620624400000005,-3.6891466342,10.0,-109.02225681,4.2009,12.9039,11.4867,13.3839,360.9642,235.2215,114.2828,172.4803,14.8911,939.8153,0.7646254136417756
3old,5.901390880699707,6.9371430428,-58.667024066,-1.3934769671,24.5,66.0,24.5,3.0,-0.3009142725,-18.1759042047,14.0,-176.573385105,25.6437,55.8291,302.8064,18.1661,116.4374,63.6186,216.353,403.6802,0.0,1202.5345,-1.0357521621002928
3pn4,6.853871964321763,5.4297404089,-5.5387663625,-0.4154120615,12.0,27.0,10.0,12.0,-0.1143951004,-10.0668275144,10.0,-84.7087943468,0.0,9.8533,63.7636,47.5511,165.4615,53.2893,422.0712,115.6462,0.0,877.6362,1.4241315554217628
2y5g,6.835647144215562,6.964047456,-17.9912554321,0.5009296606,6.0,31.0,6.0,8.0,0.0875860409,-1.7929356211,8.0,-116.346176465,2.6049,2.0049,19.312,28.8689,221.0022,175.3795,132.7318,294.1468,68.6109,944.6619,-0.12840031178443834
3ohi,4.853871964321762,3.3531201954000003,-49.561772602,-2.0216157984,6.5,20.0,6.5,3.0,-0.4202017512,-11.7770694729,8.0,-145.404174984,35.317,167.4161,38.3349,29.3993,47.9103,111.2699,61.0188,82.3452,0.0,573.0115,1.5007517689217615
2xyd,6.823908740944319,7.0515968224000005,-43.9506327812,-1.1257751218,17.5,51.0,14.5,28.0,-0.2751614386,-6.082429150499999,14.0,-140.40555065799998,29.5782,120.6129,93.6652,32.0863,158.2907,558.1101,139.4048,172.6163,0.0,1304.3645,-0.22768808145568187
3ai8,3.8113527040002837,-0.1607736731,-16.7350731232,-0.5892491915,1.5,14.0,1.5,5.0,-0.1065907668,-2.2205382864,2.0,-72.9479350029,0.0,0.0,26.727,21.0651,120.1844,173.607,6.2236,17.0385,0.0,364.8456,3.9721263771002837
3s2v,6.804100347590767,4.6929350341000005,-30.152974395900003,-0.9100043685,6.5,26.0,6.5,3.0,-0.183959292,-8.126570426799999,6.0,-147.158235635,37.215,118.3291,42.8935,4.1215,183.6388,161.8897,34.7135,119.5449,0.0,702.346,2.1111653134907664
3n2p,7.823908740944319,5.0252060041,-11.7834214963,-0.8065162644,4.5,23.0,4.5,8.0,-0.1477615605,-2.450956835,6.0,-46.576637004700004,0.0,1.5756,59.1139,41.9492,144.2154,216.3732,106.5692,19.7468,0.0,589.5433,2.7987027368443185
3o99,10.82390874094432,6.9827074416,-19.1989687218,-0.5713226959000001,14.0,39.0,12.0,17.0,-0.1414462116,-5.7054813046,10.0,-111.75972217399999,22.6211,35.1571,67.7365,18.2713,194.4827,214.4114,371.0737,195.7322,0.0,1119.486,3.8412012993443208
3o5n,4.764471553092451,5.0645870822,-21.5360585692,-1.0790664786,3.0,22.0,3.0,9.0,-0.2110690824,-4.8468725804,2.0,-69.5288740565,18.7116,78.8062,1.7199,14.9672,99.0794,89.0481,180.3526,66.9187,0.0,549.6037,-0.3001155291075488
3oim,6.7447274948966935,5.3908874436000005,10.9429153053,-0.2788582282,4.0,26.0,4.0,18.0,-0.051879747699999985,-2.1734408935,6.0,-35.6284259016,0.0,0.0,81.9353,27.6689,151.1912,124.3152,361.3014,25.4354,0.0,771.8474,1.353840051296693
3p3g,9.744727494896694,5.5802305522000015,-1.1072911738,-0.1610597342,7.5,27.0,6.5,17.0,-0.0376793813,-4.4126171608,8.0,-80.8893138745,12.6408,2.1134,65.2807,12.8704,177.4496,299.86,240.6504,125.0943,0.0,935.9596,4.164496942696692
3nb5,7.744727494896693,4.1923721185,-1.3249983407,-0.3560580507,7.0,24.0,7.0,12.0,-0.0678258203,-3.9175627551,10.0,-48.426770176000005,0.0,0.0,83.4949,34.1729,218.7277,255.1852,127.7711,58.688,45.9494,823.9892,3.552355376396693
3o9d,10.721246399047173,7.2543554631,-17.6876345815,-0.3951090583,13.5,41.0,11.5,16.0,-0.1106543014,-5.4236817815,10.0,-130.389509991,15.7745,41.2394,25.4853,17.8517,249.2153,234.4458,391.1572,193.3457,0.0,1168.5149,3.4668909359471733
3ucj,6.0,2.0833096423,-9.4148502581,-0.2843667381,2.5,13.0,2.5,1.0,-0.0603148827,-4.2186310605,4.0,-82.7185645855,0.0159,12.2965,49.7206,33.3755,148.7045,63.7647,111.2895,41.3327,0.0,460.4999,3.9166903577
3rf5,5.6252516539898965,4.6037646548,-15.0341758273,-0.040268601,4.0,16.0,4.0,7.0,0.0116258165,-1.5463069435,6.0,-51.287557213599996,8.2365,52.0145,8.7618,4.1267,92.1915,233.8067,84.0369,52.9128,0.0,536.0874,1.0214869991898965
3qaa,11.537602002101044,1.1797819905,-18.649643390999998,-0.3971261558,14.5,41.0,12.5,15.0,-0.1107936645,-4.9817980659,12.0,-138.868940452,18.255,40.0765,24.3156,15.2028,255.7717,208.6818,340.5047,302.8343,0.0,1205.6424,10.357820011601044
3th9,7.698970004336019,6.6568031648,-12.1363328749,-0.2677898641,8.5,34.0,7.5,18.0,-0.0849601467,-3.4766399114,8.0,-71.69609495479999,0.0,33.7539,0.1072,32.26,186.5553,253.5464,326.1246,211.4897,3.6084,1047.4455,1.0421668395360184
3o9a,10.69897000433602,6.856158411900001,-19.0523880802,-0.4226222682,14.5,40.0,12.5,17.0,-0.1118132156,-5.0545456041,10.0,-117.591745174,19.4173,40.9945,25.3457,18.0987,200.4993,211.5454,394.1712,255.3395,0.0,1165.4116,3.8428115924360196
3oil,5.6777807052660805,5.2727882187,1.6345751301,-0.2567215,4.0,26.0,4.0,18.0,-0.0499139945,-2.1028498159,6.0,-41.2702329393,0.0,0.0,73.604,27.803,165.222,95.9994,320.0532,36.2342,0.0,718.9158,0.4049924865660808
3mzc,6.645891560852599,4.2674301502,-2.0012907905,-0.2885109566,3.5,19.0,3.5,8.0,-0.05721222,-2.7538955399,4.0,-46.0117396812,0.0,0.0,58.8902,43.9595,142.8075,182.0059,176.7948,33.3251,0.0,637.783,2.3784614106525988
3sjf,7.638272163982407,6.7324626583,-36.8341881079,-1.2970450368000002,13.0,30.0,11.0,10.0,-0.273371723,-9.444490588999999,12.0,-137.14770347799998,0.0,63.92,0.0,48.2938,51.5058,128.4305,72.1454,213.3281,31.9221,609.5457,0.9058095056824067
2xm2,4.619788758288394,4.9713678381,-20.5351601199,-0.7723429653,4.0,16.0,4.0,1.0,-0.1847734659,-8.348473156499999,4.0,-79.9445567498,3.448,23.1319,115.5636,31.8512,57.7542,41.5528,102.1966,121.1266,0.0,496.6249,-0.3515790798116063
3p58,7.595166283380062,2.5123279433000003,-2.4237810305000003,-0.1026005812,3.5,12.0,3.5,6.0,-0.0165622042,-0.0,6.0,-33.1486502445,0.0,0.0,56.4119,26.3265,82.6119,205.4884,56.6471,92.1397,0.0,519.6255,5.0828383400800625
3t8v,6.585026652029183,6.0180213936,-24.782661346799998,-0.260975742,19.0,40.0,19.0,15.0,-0.0719627039,-8.253009432999999,22.0,-125.140347485,56.0087,25.3094,42.0826,57.8994,223.199,263.7651,356.9374,221.3434,0.0,1246.545,0.5670052584291829
2xxr,6.552841968657781,4.1729786429,-23.109438628600007,-1.027912886,4.5,10.0,4.5,2.0,-0.203836871,-8.172428221599999,6.0,-65.9771614436,38.5619,115.7452,0.0,0.0,0.0,0.0,61.1258,31.5159,0.0,246.9488,2.37986332575778
3ni5,7.552841968657781,2.1637588255,-5.9853297443,-0.2330371079,12.5,30.0,12.5,7.0,-0.0529066337,-4.1118642561000005,16.0,-67.4438627174,0.0,0.0,74.7075,25.2102,208.4657,161.491,127.634,50.4489,0.0,647.9573,5.38908314315778
2y5f,8.698970004336019,7.1941652737,-11.733199436,0.3466253693,8.5,35.0,8.5,11.0,0.0626327111,-2.042109509,14.0,-105.70800425,10.2951,2.4122,20.4792,13.9225,274.9124,162.3647,195.8266,211.139,68.4401,959.7918,1.5048047306360184
2y81,8.698970004336019,8.657529168,-9.5752571862,0.0285400959,5.0,33.0,5.0,17.0,0.0081490739,-3.0173358083,6.0,-85.5650338983,2.4814,2.6261,11.5513,17.7292,259.0119,420.486,102.9074,154.3322,28.6597,999.7852,0.041440836336018805
2y7z,8.698970004336019,8.227124570900001,-11.23926727,0.0624273339,5.0,33.0,5.0,17.0,0.0145010973,-2.1581329572,6.0,-73.4598743484,4.9564,2.5244,17.7144,17.2064,210.7208,289.3812,119.6384,157.3779,65.4434,884.9633,0.4718454334360178
2ya6,5.698970004336019,4.803464642200001,-26.579682507199998,-1.3104899085,7.0,20.0,7.0,2.0,-0.269337528,-11.710960019200002,8.0,-105.477622376,23.0891,67.6484,121.8458,9.3926,78.8741,17.0594,145.5609,146.2509,0.0,609.7212,0.8955053621360181
3ml5,8.522878745280337,3.9991561827,-6.0042904608,-0.3319629042,2.5,13.0,2.5,1.0,-0.06822923980000001,-4.9740524115,4.0,-71.0725771105,0.0,0.0,55.5967,25.1841,197.6483,65.4375,91.7763,24.17,0.0,459.8129,4.523722562580337
2ydt,5.522878745280337,6.4402475772,-18.593656099300002,-0.3830358129,6.5,18.0,6.5,0.0,-0.0849674816,-11.617579407300001,6.0,-110.58120178700001,19.4509,22.2642,144.6764,15.505,169.6703,30.5824,27.304,234.2492,0.0,663.7024,-0.9173688319196627
3tza,5.501689446210398,5.5150966402,-28.2262208592,-1.6360274403,7.5,21.0,7.5,8.0,-0.3021758753,-6.6798787601999985,6.0,-89.436269425,32.691,92.167,0.0,0.0,62.3431,47.8105,72.9971,53.2092,57.2094,418.4273,-0.013407193989602106
3u8j,8.508638306165727,4.2904690711,-9.9722293091,0.1488397908,1.0,13.0,1.0,3.0,0.0289361805,-1.4759139082,1.0,-58.609041681499995,16.4322,0.0,15.1193,6.5025,46.8476,173.1258,69.9993,168.3913,0.0,496.418,4.2181692350657265
3n3j,8.481486060122112,5.2726781952,3.2160309144,-0.2946062585,4.5,23.0,4.5,12.0,-0.05704351730000001,-3.0680273022000004,6.0,-49.655666656899996,0.0,0.0,58.3231,45.6561,214.4641,281.6862,205.4403,20.7657,0.0,826.3355,3.208807864922112
2xyf,8.443697499232712,6.4527755864,-17.276916856,-0.1843773813,18.5,50.0,14.5,25.0,-0.042403056900000013,-4.7792814769,14.0,-110.842749651,29.6061,32.0207,16.5674,29.4819,281.822,249.7737,606.0429,246.591,0.0,1491.9057,1.9909219128327127
3str,8.402304814074487,7.7233929785000015,-31.734378835900003,-0.032713654,9.5,44.0,9.5,11.0,-0.0408994024,-10.402032444400001,10.0,-163.345685125,9.0317,13.1083,59.3831,64.5957,155.1127,102.2492,169.7015,297.9669,39.7343,910.8834,0.6789118355744854
3sw8,4.498666821354433,4.0762313119,-15.6470140572,-0.2688534246,5.5,17.0,5.5,6.0,-0.063960328,-4.3016401238,8.0,-84.825257889,0.2023,10.9276,26.5989,29.3274,95.8412,97.9523,76.4415,128.2456,95.4767,561.0135,0.4224355094544334
3p17,4.4762535331884346,6.7296680614,-9.6606207524,-0.044090083899999986,6.5,26.0,6.5,12.0,-0.0115377977,-4.7040254029,6.0,-91.1530541143,36.512,3.5899,18.1286,20.8533,171.9472,283.5647,169.6703,128.6678,0.0,832.9338,-2.2534145282115654
3nyd,3.4814860601221125,-0.49730622,-12.8221460249,-0.4417956968,1.0,12.0,1.0,3.0,-0.0886129269,-2.1634727644,1.0,-62.79421826310001,0.0,8.6941,3.7759,25.5955,150.8816,152.41,41.3494,51.5106,0.0,434.2171,3.9787922801221125
3t01,4.481486060122113,0.2408927858,-25.449425761500002,-0.7805067090000001,1.0,7.0,1.0,0.0,-0.1569081808,-2.7501914154,1.0,-61.268867128900006,0.0,133.584,5.1804,0.9356,47.6145,9.3823,6.9528,37.2169,0.0,240.8665,4.240593274322113
3ocz,7.455931955649724,4.8668748527,-30.8585624363,-1.190307572,6.0,23.0,6.0,0.0,-0.2455137728,-6.361690798200001,8.0,-122.450243571,6.0791,77.71300000000002,153.3453,9.3785,179.6008,119.0873,39.1312,146.7682,0.0,731.1034,2.5890571029497247
3pfp,6.443697499232713,3.1190708713,-38.2973979693,-1.4553835231,10.0,19.0,9.0,4.0,-0.2683399816,-12.1142401561,12.0,-136.277747664,0.000399999999999,239.4269,0.1161,0.0,12.7463,0.0,92.7013,76.6866,0.0,421.6776,3.3246266279327132
3mmf,7.431798275933005,4.0927788463,-7.6586258114999985,0.0196722018,7.0,22.0,7.0,5.0,-0.0044302796,-2.5459291202000003,10.0,-57.0150652229,16.9347,0.0,65.0773,35.5756,188.2572,193.7929,76.4748,62.2585,68.2742,706.6452,3.339019429633005
2xxx,6.4089353929735005,4.0345177356,-23.790784824499998,-1.1336234648,4.5,10.0,4.5,2.0,-0.2200836745,-8.2616719499,6.0,-67.9680660157,38.3506,115.9986,0.0,0.0,0.0,0.0,61.1336,31.1787,0.0,246.6615,2.3744176573735007
3r17,6.4089353929735005,4.4886580691,-4.929720275899999,-0.2586652485,4.5,20.0,4.5,7.0,-0.0545863258,-1.7651730246,6.0,-49.4767391063,0.0,0.0,47.2264,38.8667,122.6763,247.4862,103.7126,56.8918,44.9555,661.8155,1.9202773238735
