index2,vina,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,delta_rf,nro_protein,protein,nro_decoy,decoy_name
1966,-0.0385448995,-12.0908638298,-0.3523172517,1.0,9.0,1.0,6.0,-0.0764736674,-1.1420659347,1.0,-21.914113985,0.0,64.8306,28.0588,33.4545,22.6553,183.7918,97.836,66.7144,0.0,497.3414,0.02,126,1ukb,113,ligand_decoy_184
1967,-1.5573533029,-11.2455092699,-0.6345275292,1.0,9.0,1.0,6.0,-0.1209011567,-1.0359372666,1.0,-27.412333020300004,0.0,62.2442,4.8129,7.4188,6.3182,154.8976,61.3082,29.7577,0.0,326.7576,-1.6,126,1ukb,125,ligand_decoy_248
1968,-4.3440651854,-11.579834011900001,-0.4631769303,1.0,9.0,1.0,6.0,-0.0766423701,-0.73349,1.0,-15.0171441895,0.0,63.9086,11.2842,8.8323,6.3182,157.4257,71.4816,29.0057,0.0,348.2563,-4.4,126,1ukb,139,ligand_decoy_285
1969,6.8035671789,-27.3297053718,-0.4834065845,15.5,48.0,12.5,25.0,-0.1301651354,-5.4863291624,12.0,-92.6306550495,54.1343,28.4265,30.5046,45.3724,212.8137,227.7012,386.8514,130.5354,0.0,1116.3395,7.36,27,2q54,478,ligand_decoy_1
1970,3.1943416151,-10.200315359500001,0.005728556899999999,15.5,48.0,12.5,25.0,-0.0038288178,-0.2092720319,12.0,-23.670052370500002,52.7652,11.3664,0.0,6.2746,90.8608,241.8616,101.4047,74.8381,0.0,579.3714,3.2,27,2q54,181,ligand_decoy_109
1971,2.9548571301,-14.5216056804,-0.2150959425,15.5,48.0,12.5,25.0,-0.0416255575,-1.6264700656,12.0,-28.3901998836,86.9027,42.4193,19.0371,21.0413,98.4554,137.9535,162.5848,50.2474,0.0,618.6415,2.97,27,2q54,352,ligand_decoy_447
1972,2.8195428949,-15.970717864000001,-0.1306052294,15.5,48.0,12.5,25.0,-0.0231562793,-0.8069196839,12.0,-30.591014623899998,71.9082,31.8439,7.6368,19.8952,105.2522,157.4922,177.1425,75.9778,0.0,647.1488,2.83,27,2q54,320,ligand_decoy_475
1973,2.670857137,-10.1250006063,-0.1973894939,15.5,48.0,12.5,25.0,-0.030879929,-1.2761185671,12.0,-17.7418541623,44.3576,22.2295,0.0181,18.6115,97.6718,167.1671,99.2351,57.4264,0.0,506.7171,2.67,27,2q54,321,ligand_decoy_330
1974,2.5608409719,-12.0301455276,-0.1553971914,15.5,48.0,12.5,25.0,-0.0336011769,-1.1125136226,12.0,-27.2584614881,84.3468,8.1087,5.9511,19.4061,66.5048,77.332,190.1713,83.507,0.0,535.3278,2.57,27,2q54,115,ligand_decoy_382
1975,2.4530546164,-12.9332110807,-0.0817988048,15.5,48.0,12.5,25.0,-0.015623337,-1.6637900368,12.0,-21.3040923567,95.9327,27.6528,0.0,2.906,92.7723,124.5341,87.7176,32.4208,0.0,463.9363,2.45,27,2q54,47,ligand_decoy_366
1976,2.3096719912,-5.2446075329,-0.0562366783,15.5,48.0,12.5,25.0,-0.0103788835,-1.1550560426,12.0,-9.0837675419,37.8333,2.8239,0.0,3.9877,63.5302,163.3698,83.9222,60.1723,0.0,415.6394,2.32,27,2q54,80,ligand_decoy_173
1977,2.1815312882,-9.5565238516,0.0418456045,15.5,48.0,12.5,25.0,-0.0038581574,-1.027986235,12.0,-20.4471853293,41.8902,21.646,0.0,12.2501,108.4546,88.0566,159.5932,31.4857,0.0,463.3764,2.22,27,2q54,357,ligand_decoy_439
1978,1.9791834019,-12.847436760099999,-0.1607003241,15.5,48.0,12.5,25.0,-0.0399532003,-1.2417765653,12.0,-25.9177664614,67.8175,21.1051,15.2841,16.2788,63.5452,153.7362,131.9753,83.1398,0.0,552.882,1.99,27,2q54,353,ligand_decoy_414
1979,1.4157970678,-3.8702453152,0.0088898988,15.5,48.0,12.5,25.0,-0.0017897156,-0.9349210238,12.0,-5.4622780253,43.0148,0.5871,0.0,3.4016,32.6485,61.8313,116.9635,13.845999999999998,0.0,272.2928,1.46,27,2q54,414,ligand_decoy_351
1980,3.1085892992,-13.5622301,-0.34099950100000004,6.0,10.0,6.0,3.0,-0.0700116205,-4.309275754700002,10.0,-55.6866854933,94.0996,63.6505,30.8082,12.5764,69.0432,31.7161,114.496,95.7258,0.0,512.1158,3.44,86,1yxd,298,ligand_decoy_98
1981,2.6463732408,-12.885108806500002,-0.500313529,6.0,10.0,6.0,3.0,-0.08892099269999999,-3.3748681739,10.0,-39.3611858512,99.1304,78.6728,20.6001,13.0688,70.5991,30.0418,87.9095,81.2159,0.0,481.2384,2.82,86,1yxd,209,ligand_decoy_218
1982,2.5291175294,-12.1191178646,-0.4523506179,6.0,10.0,6.0,3.0,-0.0952290067,-3.0324970466,10.0,-28.218467869899996,71.5953,83.3062,31.6014,11.6215,38.1952,25.4806,80.6696,39.7392,0.0,382.209,2.57,86,1yxd,259,ligand_decoy_394
1983,2.4221820223,-12.9812693455,-0.4303019085,6.0,10.0,6.0,3.0,-0.0744785746,-3.5360526014,10.0,-43.3405451388,82.1989,84.3929,25.17,10.827,47.0568,24.0559,82.061,46.3917,0.0,402.1542,2.56,86,1yxd,201,ligand_decoy_21
1984,2.3617057718,-11.006494218499999,-0.2964546533,6.0,10.0,6.0,3.0,-0.062786744,-3.0529687525,10.0,-44.849686143999996,83.8504,73.4362,16.0382,11.0882,41.2334,22.1834,75.2653,50.1476,0.0,373.2427,2.49,86,1yxd,108,ligand_decoy_177
1985,2.292302948,-12.9533893906,-0.3670824054,6.0,10.0,6.0,3.0,-0.0700629648,-4.2408631424,10.0,-45.0798773107,69.3063,75.6984,3.3006,14.8396,54.2411,43.3096,102.4149,79.2819,0.0,442.3924,2.54,86,1yxd,149,ligand_decoy_116
1986,2.19606906,-14.1383718252,-0.2287388565,6.0,10.0,6.0,3.0,-0.0479922507,-2.5905693216,10.0,-40.8223786151,88.9312,79.5919,19.0518,8.2913,53.1163,21.7281,70.7378,74.5892,0.0,416.0376,2.3,86,1yxd,188,ligand_decoy_390
1987,2.1169108192,-13.4229623537,-0.3755028706,6.0,10.0,6.0,3.0,-0.0697842386,-2.7139936839,10.0,-50.5670133121,98.0535,63.1624,29.541,9.9642,64.1872,35.1627,127.3827,97.3581,0.0,524.8118,2.39,86,1yxd,272,ligand_decoy_51
1988,1.9588803987,-10.3049110335,-0.303151417,6.0,10.0,6.0,3.0,-0.0872633053,-2.5506968052000003,10.0,-39.8091355291,87.1564,64.0799,16.9604,3.8883,49.1091,30.4684,72.4511,77.9401,0.0,402.0537,2.13,86,1yxd,464,ligand_decoy_438
1989,1.6969804593,-9.419331882,-0.2401299562,6.0,10.0,6.0,3.0,-0.0314593861,-0.611437264,10.0,-28.3109389542,48.7284,43.0422,7.6741,18.4772,22.9364,32.1897,90.5286,60.8822,0.0,324.4588,1.77,86,1yxd,52,ligand_decoy_207
1990,0.7947144103,-9.9265842264,-0.2478316012,6.0,10.0,6.0,3.0,-0.0433932684,-1.9308757505,10.0,-33.278419295300004,53.22,66.0353,0.2837,13.4705,12.7655,35.7642,72.4424,56.7199,0.0,310.7015,0.83,86,1yxd,89,ligand_decoy_465
1991,5.5402406774,-44.674528732,-1.2025128456,6.5,22.0,6.5,0.0,-0.26530333300000003,-8.4822397278,6.0,-108.801212264,28.8989,119.0119,110.9232,28.6966,57.3073,43.5971,55.7105,96.919,0.0,541.0645,4.95,158,2nsl,478,ligand_decoy_1
1992,2.9575857129000003,-26.2638123736,-0.7143385761,6.5,22.0,6.5,0.0,-0.1380208133,-5.842277189600001,6.0,-56.479500164499996,64.827,117.8123,34.3324,18.9318,23.5613,19.2456,16.7512,83.992,0.0,379.4536,2.97,158,2nsl,223,ligand_decoy_38
1993,2.6864291297000005,-27.7827528052,-0.8360979161,6.5,22.0,6.5,0.0,-0.16821126170000006,-4.0576300055,6.0,-45.959243801899994,51.2838,96.4212,35.2707,17.480999999999998,38.8997,28.5646,37.2391,51.5421,0.0,356.7022,2.74,158,2nsl,470,ligand_decoy_217
1994,2.5391590075,-20.8965799825,-0.6594441845,6.5,22.0,6.5,0.0,-0.1305685549,-3.8639226314,6.0,-47.0241539235,54.9427,83.7432,44.4402,1.0511,14.3062,49.6474,27.103,67.9856,0.0,343.2194,2.57,158,2nsl,53,ligand_decoy_234
1995,2.4026858581,-22.490725143800002,-0.6326277901,6.5,22.0,6.5,0.0,-0.1143364212,-3.6235066141,6.0,-34.8409583725,52.6719,95.13,26.8168,13.5074,16.505,12.4086,24.1078,37.3743,0.0,278.5218,2.44,158,2nsl,193,ligand_decoy_117
1996,2.3086157656,-20.646599255599998,-0.4625754685,6.5,22.0,6.5,0.0,-0.0972827787,-4.0152929627,6.0,-41.4863337631,47.8389,100.6025,63.4502,14.4743,17.3492,13.6623,13.9697,74.8357,0.0,346.1828,2.31,158,2nsl,58,ligand_decoy_93
1997,2.2169441854,-28.652818643200003,-0.8412983601999999,6.5,22.0,6.5,0.0,-0.1511209447,-1.0784796866,6.0,-38.6623899282,53.3728,81.1179,44.6794,10.2885,20.1955,14.3093,46.9859,76.4236,0.0,347.3729,2.27,158,2nsl,143,ligand_decoy_453
1998,2.1228080788,-18.520842547,-0.8665010766,6.5,22.0,6.5,0.0,-0.1571649023,-2.7308492841,6.0,-35.5869177025,49.9694,86.802,31.5884,5.494,14.2641,29.0998,14.5173,47.437,0.0,279.172,2.13,158,2nsl,371,ligand_decoy_456
1999,1.9718044925,-22.1950773295,-0.6504515971,6.5,22.0,6.5,0.0,-0.1327983645,-0.9573438131,6.0,-42.493129472,51.8525,85.2109,62.4359,6.8397,20.2593,29.1062,27.1999,61.0053,0.0,343.9097,1.97,158,2nsl,145,ligand_decoy_125
2000,1.7847938821,-17.0578380628,-0.4435120634000001,6.5,22.0,6.5,0.0,-0.083177766,-2.5046189634,6.0,-32.7752011459,49.4539,107.8256,18.5353,15.2846,9.4988,11.8557,7.2878,51.4167,0.0,271.1584,1.83,158,2nsl,71,ligand_decoy_166
2001,1.0925040154,-9.8833596607,-0.1632528693,6.5,22.0,6.5,0.0,-0.0314153767,-0.440974188,6.0,-6.209697000399999,22.1814,37.5478,37.2141,0.0,0.0,24.3902,15.645,42.0776,0.0,179.0561,1.1,158,2nsl,440,ligand_decoy_178
2002,7.3709657033,-25.076922865,-0.1526612737,5.0,34.0,5.0,13.0,-0.022804204100000003,-1.7765641243,4.0,-89.8405984526,9.435,4.4889,16.2494,58.8398,114.1308,291.2682,150.9696,206.4904,0.0,851.8721,8.83,152,2p16,481,ligand_decoy_0
2003,4.1701693762,-15.4176077248,-0.1457958073,5.0,34.0,5.0,13.0,-0.0247259479,-0.4495193465,4.0,-34.5728017634,0.0,0.8074,12.7078,46.1915,82.6189,153.2883,30.189,99.698,0.0,425.5009,4.18,152,2p16,75,ligand_decoy_159
2004,3.9629291116,-15.2820734426,-0.1619986014,5.0,34.0,5.0,13.0,-0.0262149326,-0.06511190730000001,4.0,-30.8917748635,10.5439,0.6044,3.0562,41.8046,77.4807,169.9373,31.357,99.2012,0.0,433.9853,3.95,152,2p16,205,ligand_decoy_248
2005,3.7352318109,-11.773086622200001,-0.1964066173,5.0,34.0,5.0,13.0,-0.032126862,-0.27383382170000004,4.0,-24.113762476199998,0.0,0.0,6.8123,37.155,80.5389,144.5311,34.2099,68.4825,0.0,371.7297,3.75,152,2p16,150,ligand_decoy_246
2006,3.6064456367,-12.0657271275,-0.0984857023,5.0,34.0,5.0,13.0,-0.0201489703,-0.8614179909,4.0,-22.758214276999997,9.8309,7.4448,1.1881,46.9819,77.867,119.5815,93.5475,49.6057,0.0,406.0474,3.62,152,2p16,363,ligand_decoy_138
2007,3.4452318696,-11.8558829734,-0.10195511,5.0,34.0,5.0,13.0,-0.0145157671,-0.042586429400000014,4.0,-25.955255135300003,0.0,0.0,30.0085,56.1007,79.3723,153.6028,31.4547,83.1835,0.0,433.7225,3.46,152,2p16,429,ligand_decoy_303
2008,3.2882870143000003,-8.8359946199,-0.1296663622,5.0,34.0,5.0,13.0,-0.024073141800000003,-0.5365772746,4.0,-15.974385314000001,0.0,0.0,1.2862,26.8837,42.5951,150.369,20.291,58.0809,0.0,299.5059,3.3,152,2p16,130,ligand_decoy_470
2009,3.0488685434,-8.0503828205,-0.05642738570000001,5.0,34.0,5.0,13.0,-0.0117945192,-0.3223175107,4.0,-18.167373716,1.0166,2.421,22.3844,12.5283,53.9318,176.2806,20.5745,72.8018,0.0,361.939,3.03,152,2p16,336,ligand_decoy_192
2010,2.8288215434,-8.5552733271,-0.0543369392,5.0,34.0,5.0,13.0,-0.0127040468,-0.5735671753,4.0,-15.9338599915,0.0,0.0,0.0,38.0863,65.2682,122.1068,34.6879,39.0708,0.0,299.22,2.85,152,2p16,355,ligand_decoy_322
2011,2.5404132754,-8.947829840199999,-0.07812401990000001,5.0,34.0,5.0,13.0,-0.0131368059,-0.0991311735,4.0,-21.3636004004,0.0,0.0,19.9939,48.4956,64.4106,112.7806,24.7168,48.7889,0.0,319.1864,2.54,152,2p16,361,ligand_decoy_275
2012,1.183779511,-3.0909561996,-0.0975908445,5.0,34.0,5.0,13.0,-0.0147798235,-0.0,4.0,-4.4865749575,0.0,0.0,0.2577,0.0,19.51,70.2141,0.0,32.5226,0.0,122.5044,1.19,152,2p16,101,ligand_decoy_47
2013,5.412459384500001,-45.1524194717,-1.1915838446,6.5,22.0,6.5,0.0,-0.2629194905,-8.5068189777,6.0,-118.262015671,27.6009,111.3656,109.9427,26.0808,53.8227,43.5702,59.9645,103.3294,0.0,535.6768,4.86,37,2nsj,478,ligand_decoy_1
2014,3.1123080935000003,-26.6472736107,-0.8941829892000001,6.5,22.0,6.5,0.0,-0.1856536539,-4.031921181,6.0,-52.035313594099996,52.003,115.9081,26.1607,12.5671,28.0841,33.2909,31.049,59.282,0.0,358.3449,3.16,37,2nsj,170,ligand_decoy_102
2015,2.9091900427,-23.9567809464,-0.7237052434000001,6.5,22.0,6.5,0.0,-0.1535414617,-4.4077027778,6.0,-56.5096319337,71.2276,92.8345,80.20100000000002,23.7533,12.2097,14.8013,22.3719,67.7001,0.0,385.0994,2.99,37,2nsj,405,ligand_decoy_154
2016,2.7447855941,-28.2528685509,-0.7897193434,6.5,22.0,6.5,0.0,-0.1418202915,-3.8102018238,6.0,-62.688588368199994,58.048,116.8943,62.5979,12.7109,16.8745,13.3924,48.1853,98.3217,0.0,427.025,2.8,37,2nsj,500,ligand_decoy_183
2017,2.5849947976,-22.1990895198,-0.7035856127,6.5,22.0,6.5,0.0,-0.1243412248,-4.0896248393,6.0,-57.569620337399996,79.4382,81.5927,75.0411,15.615,18.7314,12.9191,18.3746,63.5479,0.0,365.26,2.67,37,2nsj,116,ligand_decoy_43
2018,2.4720666772,-21.814594061799998,-0.7405094993000001,6.5,22.0,6.5,0.0,-0.129020891,-3.5958247015,6.0,-43.113089889799994,60.2435,89.6548,59.8087,11.0356,11.045,13.2306,12.6055,73.2031,0.0,330.8268,2.49,37,2nsj,381,ligand_decoy_48
2019,2.3784220089,-21.8552734172,-0.7377295722,6.5,22.0,6.5,0.0,-0.1334365008,-4.3933043691,6.0,-48.874272425,70.8694,100.0223,53.8564,12.5564,15.0604,12.102,26.6178,101.7262,0.0,392.8109,2.45,37,2nsj,420,ligand_decoy_277
2020,2.2283866294,-21.7308074991,-0.7860592283,6.5,22.0,6.5,0.0,-0.1440941105,-2.9977956347,6.0,-37.8383212481,58.0974,113.3121,54.5243,13.1148,9.7003,19.011,11.7308,56.9792,0.0,336.4699,2.23,37,2nsj,340,ligand_decoy_286
2021,2.0679430268,-19.8079121198,-0.7639958491,6.5,22.0,6.5,0.0,-0.1447249119,-2.0612756027000003,6.0,-39.7763045167,56.8381,58.0181,70.7161,12.9051,19.7778,27.6141,21.1015,48.5881,0.0,315.5589,2.07,37,2nsj,292,ligand_decoy_145
2022,1.889030146,-23.101869011799998,-0.6715687742,6.5,22.0,6.5,0.0,-0.1207544587,-0.9464148121,6.0,-37.6643814295,51.4879,116.8067,36.5904,5.3255,21.0777,33.7319,23.2967,61.7368,0.0,350.0536,1.89,37,2nsj,472,ligand_decoy_371
2023,1.1282909925,-25.2955835689,-0.8432714483,6.5,22.0,6.5,0.0,-0.1663408622,-3.467060532,6.0,-61.304067313999994,60.3977,150.4054,15.2122,18.5479,14.3591,27.3602,39.5214,67.2747,0.0,393.0786,1.15,37,2nsj,357,ligand_decoy_439
2024,3.9581027474,-10.146440519,-0.1375953891,2.5,13.0,2.5,1.0,-0.0348114354,-2.5238510712,4.0,-40.5038752524,0.0,15.0364,34.2459,41.70399999999999,92.5648,78.3422,97.1008,23.7318,0.0,382.7259,4.19,53,2uy4,392,ligand_decoy_20
2025,2.9151239768,-8.1053138866,-0.1359670413,2.5,13.0,2.5,1.0,-0.0340632756,-1.6203894335,4.0,-35.085393915,0.0,16.1215,47.3217,25.1015,114.0832,83.2901,86.6513,25.6453,0.0,398.2146,2.99,53,2uy4,315,ligand_decoy_306
2026,2.7593673753,-7.8058885988,-0.1127447479,2.5,13.0,2.5,1.0,-0.0219680255,-0.7165463809999999,4.0,-22.379528059800002,0.0,15.887,37.2909,37.2704,91.8104,85.2905,96.3137,20.4766,0.0,384.3395,2.8,53,2uy4,131,ligand_decoy_211
2027,2.6304271682,-8.5940382736,-0.184546084,2.5,13.0,2.5,1.0,-0.035324878399999995,-2.7602402284,4.0,-36.5119512811,0.0,21.1811,31.7361,59.0475,93.2391,31.867,74.4509,13.4029,0.0,324.9246,2.89,53,2uy4,228,ligand_decoy_428
2028,2.5293962556,-7.7137549199,-0.1114391357,2.5,13.0,2.5,1.0,-0.022811539,-1.5495342995,4.0,-24.263629153000004,0.0,24.5907,18.0128,60.29,77.5706,64.7267,101.146,24.9803,0.0,371.3171,2.59,53,2uy4,401,ligand_decoy_472
2029,2.4287540927,-7.9474595037,-0.1376980777,2.5,13.0,2.5,1.0,-0.0247259479,-1.024318785,4.0,-26.7140432054,0.0,25.9563,22.3243,62.2552,90.6863,63.9128,108.1858,24.9131,0.0,398.2338,2.47,53,2uy4,232,ligand_decoy_361
2030,2.3219066044,-7.274042334700002,-0.2932126275,2.5,13.0,2.5,1.0,-0.06239065940000001,-1.9034138849,4.0,-32.0453492563,0.0,18.7428,54.8934,45.1118,125.6722,74.2484,46.6849,27.2854,0.0,392.6389,2.44,53,2uy4,399,ligand_decoy_115
2031,2.1846632905,-7.468175133,-0.1414462116,2.5,13.0,2.5,1.0,-0.0349214589,-1.903333201,4.0,-27.655345592199996,0.0,0.0,42.2473,27.6942,112.4758,53.0012,76.5003,10.4335,0.0,322.3523,2.26,53,2uy4,126,ligand_decoy_424
2032,2.0216891474,-10.4823422645,-0.2903593514,2.5,13.0,2.5,1.0,-0.0621045983,-2.4545582709,4.0,-48.1852099143,0.0,19.8964,53.7233,50.6035,113.4632,67.2541,95.7661,27.5076,0.0,428.2142,2.33,53,2uy4,387,ligand_decoy_55
2033,1.7750091255000002,-7.9840606547,-0.3042296473,2.5,13.0,2.5,1.0,-0.06558134089999999,-1.7891948221,4.0,-34.010390971,0.0,24.5048,58.6887,48.97,110.5908,65.7618,51.6192,22.6,0.0,382.7353,1.82,53,2uy4,410,ligand_decoy_244
2034,-1.6301888599,-12.088912746400002,-0.4309473797,2.5,13.0,2.5,1.0,-0.0988964567,-2.3341925619,4.0,-66.27374079020001,0.0,17.7197,62.4467,35.1761,167.87599999999995,68.5918,56.8491,28.6384,0.0,437.2978,-0.99,53,2uy4,143,ligand_decoy_453
2035,3.8980372513,-26.481673573400002,-1.0894673668,11.0,20.0,10.0,3.0,-0.2518878009,-8.4320029977,10.0,-74.95144093319999,15.4757,82.4047,108.5918,36.1245,75.7148,10.3273,151.1071,154.7458,0.0,634.4917,3.39,132,1f74,478,ligand_decoy_1
2036,2.9044150228,-19.803650542899998,-0.7747268078,11.0,20.0,10.0,3.0,-0.1758542275,-3.782681279,10.0,-37.9890241035,22.5129,56.6864,126.7184,38.3498,58.2709,31.197,178.0868,120.6813,0.0,632.5035,3.01,132,1f74,210,ligand_decoy_54
2037,2.6556298846,-17.8638262144,-0.6322243706,11.0,20.0,10.0,3.0,-0.15003537949999998,-2.4078349579,10.0,-35.526580815100004,18.7562,47.815,128.3717,41.0308,51.6206,25.2175,233.7946,113.2628,0.0,659.8692,2.91,132,1f74,169,ligand_decoy_369
2038,2.5248486176,-17.4721645591,-0.6502168803,11.0,20.0,10.0,3.0,-0.1320502047,-2.2560905467,10.0,-36.462007947,11.7702,51.6154,89.1937,7.4631,70.64699999999998,11.3399,80.4129,99.7563,0.0,422.1985,2.58,132,1f74,85,ligand_decoy_146
2039,2.4430644826,-15.9208992232,-0.5184674065,11.0,20.0,10.0,3.0,-0.0948842664,-1.1139732677,10.0,-26.390515436199998,9.2262,39.953,100.6303,2.7597,42.737,35.071,117.6048,102.9216,0.0,450.9036,2.52,132,1f74,49,ligand_decoy_282
2040,2.3469552879,-15.4935532794,-0.7249741811,11.0,20.0,10.0,3.0,-0.1576343359,-2.3296522588,10.0,-28.85843056,0.0,37.4198,120.6646,1.8309,44.2376,16.6541,80.7386,76.4298,0.0,377.9754,2.33,132,1f74,299,ligand_decoy_348
2041,2.2624279003,-11.629777346,-0.2154333479,11.0,20.0,10.0,3.0,-0.047346779500000005,-1.6602252754,10.0,-15.1695047323,19.6488,24.7527,80.3077,9.1067,55.0046,36.8224,113.8617,39.755,0.0,379.2596,2.36,132,1f74,200,ligand_decoy_293
2042,2.1516782452000003,-13.380581301500001,-0.2432766283,11.0,20.0,10.0,3.0,-0.05207779,-1.2368401776,10.0,-28.999957455500002,5.7415,18.0167,110.121,5.0046,61.1629,42.732,102.8182,77.7747,0.0,423.3716,2.23,132,1f74,347,ligand_decoy_135
2043,2.0517475676,-13.6857644858,-0.3539382646,11.0,20.0,10.0,3.0,-0.0727181986,-2.0640041855,10.0,-28.8551078503,11.3203,45.11,78.7377,11.7229,42.0926,32.3976,74.6895,63.2725,0.0,359.3431,2.05,132,1f74,401,ligand_decoy_472
2044,1.9073820658,-13.2250300772,-0.4983551107,11.0,20.0,10.0,3.0,-0.0926324521,-0.7160696125,10.0,-24.3631784158,5.8063,16.6137,71.2814,17.4432,49.8421,31.088,86.73299999999998,79.5828,0.0,358.3905,1.98,132,1f74,418,ligand_decoy_235
2045,1.3494382275,-9.8076854974,-0.2585185505,11.0,20.0,10.0,3.0,-0.0399311956,-0.0,10.0,-8.3600402938,6.409,22.4177,60.5732,8.2672,9.9689,12.9116,87.3487,67.2952,0.0,275.1915,1.37,132,1f74,466,ligand_decoy_490
2046,5.649765404199999,-29.4919825475,-0.4713993532,4.0,20.0,4.0,2.0,-0.13559296140000002,-5.190013872200001,4.0,-105.046821694,11.443,16.7335,104.5832,13.6238,84.7293,133.6513,66.8945,217.2701,0.0,648.9287,6.06,111,1nc1,481,ligand_decoy_0
2047,2.8346087795,-11.9278236726,-0.2213892867,4.0,20.0,4.0,2.0,-0.0409874212,-0.5210639611,4.0,-24.8518954679,11.443,48.7587,91.9482,13.6238,55.7909,140.4308,105.1394,109.9812,0.0,577.116,2.98,111,1nc1,401,ligand_decoy_472
2048,2.7201990093,-11.3353471251,-0.2094187299,4.0,20.0,4.0,2.0,-0.040782044,-0.6960013261,4.0,-22.4851506198,11.443,39.0174,71.9024,13.6238,104.5697,127.3941,98.0104,127.0946,0.0,593.0554,2.97,111,1nc1,146,ligand_decoy_44
2049,2.5803151314,-12.7481002094,-0.2996453348,4.0,20.0,4.0,2.0,-0.0602855431,-1.214072648,4.0,-30.1000017481,0.0,31.491,69.8264,2.1291,73.4403,54.5854,67.2484,84.70299999999997,0.0,383.4236,2.7,111,1nc1,46,ligand_decoy_57
2050,2.4695654763,-11.530228083199999,-0.1205050721,4.0,20.0,4.0,2.0,-0.0301391041,-0.6595835475999999,4.0,-18.5736244874,11.443,35.7397,83.6046,13.6535,87.0154,99.9058,107.7546,135.2211,0.0,574.3377,2.75,111,1nc1,369,ligand_decoy_273
2051,2.3490604042,-9.9000245535,-0.1530353536,4.0,20.0,4.0,2.0,-0.0303738209,-0.4342040753,4.0,-16.801145902400002,11.443,39.5184,83.8597,13.6238,65.9493,132.6395,94.477,77.9789,0.0,519.4896,2.48,111,1nc1,378,ligand_decoy_412
2052,2.2414940957,-11.774494922999999,-0.2576897068,4.0,20.0,4.0,2.0,-0.057799012,-0.9706859962,4.0,-19.8100319059,11.443,30.9403,94.7398,13.6238,79.4076,112.0956,96.3098,93.4548,0.0,532.0147,2.36,111,1nc1,441,ligand_decoy_11
2053,2.0900284107,-9.6196773406,-0.0999526823,4.0,20.0,4.0,2.0,-0.019217438,-0.0937180173,4.0,-18.8192556186,11.443,27.8173,86.4127,13.6238,90.4095,99.6548,89.2294,102.8192,0.0,521.4097,2.2,111,1nc1,235,ligand_decoy_474
2054,1.8897709709,-8.7288830752,-0.1430378849,4.0,20.0,4.0,2.0,-0.030146439,-0.1725608574,4.0,-11.162456197200001,11.443,34.0406,92.9308,13.6238,59.0886,115.396,89.71700000000001,83.8271,0.0,500.0669,2.07,111,1nc1,317,ligand_decoy_437
2055,1.4395181344,-13.3643711725,-0.1741598656,4.0,20.0,4.0,2.0,-0.0280266529,-0.13406730220000002,4.0,-21.9033170122,11.443,41.3694,100.3575,13.6238,70.5487,125.969,95.5161,123.7137,0.0,582.5412,1.6,111,1nc1,122,ligand_decoy_446
2056,-4.486611632,-14.9595652245,-0.4089500146,4.0,20.0,4.0,2.0,-0.07452991889999999,-0.8978431043,4.0,-16.0678906192,0.0,19.0273,83.0894,0.0702,81.5183,116.8074,45.8527,77.0803,0.0,423.4456,-4.39,111,1nc1,303,ligand_decoy_271
2057,7.0343671423,-31.7683687625,-0.6256302954999999,3.5,19.0,3.5,0.0,-0.1741085213,-7.8436633338,4.0,-119.93530440299999,13.0872,17.6719,157.4297,55.2878,118.4284,61.2751,111.9978,174.3797,0.0,709.5576,5.78,128,1nc3,478,ligand_decoy_1
2058,2.7293089551,-12.5196914234,-0.2215213149,3.5,19.0,3.5,0.0,-0.0418235998,-0.8736012598,4.0,-23.388802964899998,13.0872,32.1383,116.5156,35.5023,80.7391,94.2384,146.7892,155.0186,0.0,674.0287,2.82,128,1nc3,457,ligand_decoy_196
2059,2.5401712237000003,-12.619988845999998,-0.2763130179,3.5,19.0,3.5,0.0,-0.053405406900000015,-0.5553619535000001,4.0,-34.4789590528,13.0872,40.1211,92.8844,43.6769,94.4569,102.7697,138.8279,146.3344,0.0,672.1585,2.67,128,1nc3,311,ligand_decoy_356
2060,2.3872018842,-12.7318827455,-0.4160501978,3.5,19.0,3.5,0.0,-0.0979649244,-2.4281893054,4.0,-32.9724146022,0.0,37.1354,82.0796,23.3106,44.9409,23.6113,33.9952,59.9708,0.0,305.0438,2.43,128,1nc3,370,ligand_decoy_315
2061,2.2408632943,-10.910707759400001,-0.2788582282,3.5,19.0,3.5,0.0,-0.0692047815,-1.4993562486,4.0,-19.913468665699998,13.0872,52.7822,108.954,53.1356,72.1229,93.1508,140.5227,124.3954,0.0,658.1508,2.27,128,1nc3,431,ligand_decoy_91
2062,2.1093558722,-10.5043176249,-0.2487631335,3.5,19.0,3.5,0.0,-0.044229447000000005,-0.8868187496,4.0,-17.9574195384,0.0,10.0161,85.3214,9.2694,28.0283,12.4212,27.0109,62.5247,0.0,234.592,2.11,128,1nc3,94,ligand_decoy_419
2063,1.9382839995,-11.102530064200002,-0.2675111379,3.5,19.0,3.5,0.0,-0.062786744,-1.04008882,4.0,-32.0646840527,12.7642,30.907,71.9972,11.4935,26.8452,18.2454,24.5768,76.9626,0.0,273.7919,1.94,128,1nc3,287,ligand_decoy_477
